Número de extracción;Fecha;Hora;Presión agua intercambiador (psi);Nivel de kathene acondicionador (in);Presión atomización en acondicionador (psi);Presión atomización en regenerador (psi);Caida de presión en filtros cambridge (in H2O);Caida de presión en acodicionador (in H2O);Caida de presión en regenerador (in H2O);Temperatura aire A (°C);Temperatura aire B (°C);Temperatura aire C (°C)
056;2018-02-28;13:00;4;12,1;4,5;0,2;0,25;1,90;1,50;39,3;39,7;50,5
056;2018-02-28;15:00;0;11,9;4,6;0,2;0,26;1,90;1,50;39,8;39,4;50,7
056;2018-02-28;20:00;0;11,8;4,6;0,2;0,26;1,90;1,50;38,4;38,1;49,3
056;2018-02-28;0:00;3;11,0;4,5;0,2;0,25;1,90;1,20;39,0;38,0;49,0
056;2018-03-01;4:00;3;11,5;4,5;0,2;0,25;1,90;1,20;37,7;36,8;49,5
056;2018-03-01;7:00;4;12,5;4,5;0,2;0,26;1,90;1,40;36,6;36,3;48,9
057;2018-03-01;16:30;4;10,0;4,5;0,3;0,25;1,80;1,30;38,6;38,6;49,8
057;2018-03-01;21:00;2;12,6;4,5;0,3;0,24;1,90;1,70;36,8;36,8;47,8
057;2018-03-01;23:00;3;12,3;4,5;0,3;0,25;1,70;1,60;36,7;37,0;48,1
057;2018-03-01;3:00;2;12,7;4,5;0,3;0,25;1,70;1,50;36,5;36,7;47,9
057;2018-03-02;7:00;2;11,2;4,5;0,2;0,26;1,90;1,40;39,7;37,5;49,5
057;2018-03-02;10:00;4;11,9;4,7;0,2;0,26;1,90;1,50;36,9;36,9;48,4
058;2018-03-02;20:00;2;12,6;4,5;0,3;0,24;1,80;1,20;38,2;38,2;51,6
058;2018-03-02;23:00;0;12,1;4,6;0,2;0,26;1,90;1,30;37,8;37,6;51,3
058;2018-03-03;4:00;2;11,5;4,5;0,2;0,26;1,90;1,60;35,9;35,9;49,0
058;2018-03-03;7:30;3;12,1;4,5;0,2;0,25;1,90;1,60;36,1;37,2;47,8
059;2018-03-03;17:00;5;12,4;4,6;0,2;0,25;1,90;1,50;38,3;38,3;50,0
059;2018-03-03;21:00;3;11,3;4,6;0,2;0,25;1,90;1,40;38,0;38,1;50,2
059;2018-03-03;23:00;2;11,4;4,5;0,2;0,26;1,90;1,60;36,5;36,6;48,3
059;2018-03-04;4:00;4;12,7;4,5;0,2;0,26;1,90;1,60;36,1;36,2;48,5
059;2018-03-04;7:00;3;11,2;4,5;0,3;0,25;1,90;1,50;36,5;36,7;48,5
060;2018-03-04;17:00;4;11,2;4,5;0,2;0,25;1,90;1,30;39,8,;39,5;51,6
060;2018-03-04;21:00;4;12,1;4,5;0,2;0,25;1,90;1,60;37,6;37,6;49,5
060;2018-03-04;23:00;2;11,9;4,5;0,2;0,26;1,90;1,50;36,7;36,9;48,3
060;2018-03-05;3:30;4;11,7;4,6;0,2;0,26;1,90;1,40;36,2;36,2;48,5
060;2018-03-05;8:00;6;11,7;4,5;0,2;0,25;1,90;1,40;36,4;36,4;48,6
061;2018-03-05;19:00;2;12,6;4,5;0,2;0,24;2,00;1,30;39,2;38,8;50,5
061;2018-03-05;23:00;4;10,5;4,5;0,2;0,25;1,90;1,40;38,9;38,5;50,1
061;2018-03-06;4:00;5;10,8;4,5;0,2;0,25;1,90;1,50;36,9;36,8;48,3
061;2018-03-06;7:00;7;11,6;4,6;0,2;0,24;1,90;1,30;38,5;38,0;49,8
062;2018-03-06;17:00;3;11,8;4,5;0,3;0,25;1,80;1,50;38,2;38,3;49,6
062;2018-03-06;20:00;4;11,4;4,5;0,3;0,25;1,80;1,60;37,8;37,5;48,2
062;2018-03-07;0:00;3;12,3;4,5;0,2;0,25;1,90;1,40;38,2;37,7;49,5
062;2018-03-07;5:00;3;11,5;4,5;0,2;0,25;1,90;1,10;38,4;37,9;49,7
062;2018-03-07;8:00;5;11,2;4,6;0,2;0,25;1,90;1,50;37,6;37,4;48,8
063;2018-03-07;20:00;2;10,6;4,5;0,2;0,26;1,90;1,50;38,5;38,2;49,2
063;2018-03-07;23:00;4;12,3;4,5;0,2;0,24;1,90;1,20;38,2;37,8;49,7
063;2018-03-07;2:00;3;12,4;4,6;0,2;0,24;1,90;1,30;38,4;38,1;49,9
063;2018-03-08;5:00;5;11,2;4,6;0,2;0,24;1,90;1,50;37,3;37,2;48,3
063;2018-03-08;7:00;5;11,8;4,5;0,3;0,25;1,90;1,30;37,8;38,1;49,3
063;2018-03-08;11:00;3;12,4;4,5;0,3;0,25;1,90;1,50;39,2;38,4;49,5
064;2018-03-08;20:00;2;11,6;4,6;0,2;0,26;1,90;1,50;39,7;39,3;51,1
064;2018-03-08;0:00;4;11,5;4,5;0,2;0,25;1,90;1,40;37,8;37,4;48,7
064;2018-03-09;4:00;3;11,2;4,6;0,2;0,23;1,90;1,20;39,2;38,7;50,4
064;2018-03-09;7:00;2;11,2;4,5;0,2;0,26;1,90;1,50;37,4;37,1;48,0
064;2018-03-09;10:00;4;12,0;4,6;0,2;0,26;1,90;1,50;39,6;39,1;50,4
065;2018-03-09;21:00;5;12,5;4,5;0,2;0,25;1,90;1,40;37,7;37,6;49,6
065;2018-03-09;1:00;5;10,9;4,5;0,3;0,25;1,80;1,20;39,2;38,6;50,3
065;2018-03-09;4:00;5;11,3;4,5;0,2;0,24;1,80;1,20;37,8;37,2;49,8
065;2018-03-10;7:00;4;11,4;4,6;0,2;0,26;1,90;1,50;35,8;35,4;47,1
065;2018-03-10;10:00;4;12,1;4,6;0,2;0,26;1,90;1,50;40,1;39,9;51,5
066;2018-03-10;23:00;3;11,8;4,6;0,2;0,26;1,90;1,30;38,3;37,8;49,9
066;2018-03-11;4:00;2;12,6;4,5;0,2;0,26;1,90;1,20;37,4;36,9;49,5
066;2018-03-11;8:00;3;12,3;4,5;0,2;0,22;1,90;1,20;40,0;39,5;51,2
066;2018-03-11;13:00;6;12,5;4,5;0,2;0,25;1,80;1,40;40,9;41,0;51,6
067;2018-03-12;4:00;2;11,4;4,6;0,2;0,26;1,80;1,60;37,5;36,5;48,3
067;2018-03-12;8:00;3;12,1;4,5;0,2;0,25;2,00;1,40;39,6;39,1;50,1
067;2018-03-12;13:00;6;10,9;4,5;0,2;0,25;1,80;1,40;40,4;40,2;51,4
067;2018-03-12;16:00;6;9,9;4,7;0,3;0,24;1,90;1,40;40,9;40,8;51,6
067;2018-03-12;20:00;4;10,6;4,6;0,2;0,24;1,90;1,50;39,9;39,5;50,8
068;2018-03-13;4:00;2;11,1;4,6;0,2;0,26;1,90;1,40;38,7;38,2;49,3
068;2018-03-13;9:00;3;10,1;4,5;0,2;0,20;1,80;1,30;40,3;40,1;51,0
068;2018-03-13;13:00;4;11,8;4,5;0,2;0,20;1,80;1,40;39,9;39,9;51,6
068;2018-03-13;16:00;3;11,1;4,5;0,2;0,24;1,80;1,50;40,8;40,7;51,4
068;2018-03-13;20:00;3;10,2;4,6;0,2;0,23;1,90;1,30;40,4;40,1;51,4
069;2018-03-14;8:00;4;12,0;4,5;0,2;0,23;1,90;1,30;39,4;39,0;50,5
069;2018-03-14;11:00;3;10,3;4,6;0,2;0,24;1,90;1,50;40,8;40,8;51,3
069;2018-03-14;18:30;3;11,3;4,6;0,2;0,25;1,90;1,20;40,5;40,5;51,7
069;2018-03-14;21:00;3;11,9;4,6;0,2;0,24;2,00;1,50;39,8;39,6;49,7
069;2018-03-14;23:00;4;11,6;4,5;0,2;0,25;1,80;1,30;39,5;39,0;50,8
070;2018-03-15;10:00;3;10,6;4,6;0,2;0,24;1,90;1,50;39,3;39,3;50,0
070;2018-03-15;13:00;3;11,0;4,6;0,2;0,24;1,90;1,40;40,3;40,3;50,9
070;2018-03-14;15:00;2;12,0;4,6;0,2;0,26;1,90;1,20;41,0;40,8;51,6
070;2018-03-14;20:00;3;12,5;4,6;0,2;0,24;1,80;1,20;39,5;39,8;49,6
071;2018-03-16;12:30;5;12,8;4,6;0,2;0,25;2,00;1,10;41,3;40,2;50,1
071;2018-03-16;15:00;4;11,4;4,5;0,2;0,26;1,90;1,20;41,5;41,0;51,6
071;2018-03-16;20:00;2;12,1;4,5;0,2;0,26;1,90;1,30;39,0;38,8;49,8
071;2018-03-16;0:00;7;10,4;4,5;0,2;0,23;1,90;1,30;40,4;40,1;51,3
071;2018-03-17;4:00;8;11,5;45,0;0,2;0,23;2,10;1,40;39,8;39,1;49,5
071;2018-03-17;7:00;5;11,5;4,6;0,2;0,26;1,90;1,30;39,2;38,9;50,1
071;2018-03-17;10:00;4;12,1;4,6;0,2;0,26;1,50;1,30;40,4;40,5;51,6
072;2018-03-17;16:00;4;12,5;4,6;0,2;0,25;1,80;1,40;40,1;39,9;50,6
072;2018-03-17;21:00;4;9,9;4,5;0,2;0,25;1,80;1,40;40,2;36,2;51,5
072;2018-03-17;23:00;4;11,9;4,2;0,2;0,25;1,90;1,30;39,3;39,1;50,8
072;2018-03-18;4:00;5;11,7;4,5;0,2;0,25;1,80;1,30;38,9;38,9;50,0
072;2018-03-18;7:00;7;11,4;4,6;0,2;0,26;1,90;1,20;39,1;38,9;50,6
072;2018-03-18;10:00;5;11,5;4,6;0,2;0,26;1,80;1,30;39,4;39,3;50,1
073;2018-03-18;17:00;3;11,1;4,5;0,2;0,25;1,80;1,20;40,8;40,7;51,4
073;2018-03-18;0:00;4;11,0;4,5;0,2;0,25;1,80;1,30;39,4;39,1;49,8
073;2018-03-18;5:00;5;11,1;4,6;0,2;0,25;1,90;1,30;38,1;38,0;48,4
073;2018-03-19;7:00;6;12,0;4,6;0,2;0,26;1,90;1,20;38,4;38,5;50,3
073;2018-03-19;10:00;6;11,3;4,6;0,2;0,26;1,90;1,30;40,3;40,0;51,4
074;2018-03-19;20:00;3;12,0;4,5;0,2;0,25;1,80;1,10;40,2;39,9;51,6
074;2018-03-19;23:00;2;12,2;4,6;0,2;0,25;1,90;1,20;40,4;40,0;51,2
074;2018-03-20;7:00;6;11,8;4,5;0,2;0,25;1,90;1,30;38,8;38,5;49,6
074;2018-03-20;12:00;5;10,8;4,5;0,2;0,25;1,80;1,30;39,9;39,8;50,4
075;2018-03-20;23:00;7;11,6;4,5;0,2;0,25;1,90;1,30;39,1;38,9;49,8
075;2018-03-21;4:00;2;12,4;4,5;0,2;0,26;1,90;1,30;39,8;38,7;49,9
075;2018-03-21;7:00;3;10,3;4,5;0,2;0,25;1,80;1,30;39,7;39,5;50,7
075;2018-03-21;12:00;5;11,7;4,5;0,2;0,20;1,80;1,40;40,9;41,0;51,6
075;2018-03-21;15:00;6;12,1;4,6;0,2;0,20;1,90;1,30;39,8;39,6;50,8
076;2018-03-22;0:00;5;11,5;4,5;0,2;0,20;1,80;1,20;40,2;39,8;51,2
076;2018-03-22;4:00;4;13,0;4,5;0,2;0,20;1,90;1,20;39,2;38,7;50,5
076;2018-03-22;7:00;5;12,1;4,6;0,2;0,20;1,90;1,20;39,5;39,0;50,7
076;2018-03-22;12:00;5;11,7;4,6;0,2;0,20;1,90;1,30;40,1;40,1;50,8
076;2018-03-22;20:00;5;12,5;4,5;0,2;0,20;1,80;1,30;39,6;39,4;51,5
077;2018-03-23;3:00;4;11,0;4,5;0,2;0,20;1,80;1,20;39,8;39,4;50,6
077;2018-03-23;7:30;5;12,1;4,5;0,2;0,20;1,90;1,30;40,3;40,0;50,2
077;2018-03-23;12:30;4;10,4;4,5;0,2;0,20;1,80;1,20;40,8;40,3;51,6
077;2018-03-23;15:00;6;11,8;4,5;0,2;0,20;1,90;1,40;40,1;39,8;51,6
077;2018-03-23;20:00;6;12,1;4,6;0,3;0,20;1,90;1,40;39,7;39,2;51,2
078;2018-03-24;15:00;2;11,0;4,8;0,2;0,20;1,80;1,40;41,3;41,2;51,0
078;2018-03-24;20:00;2;10,8;4,8;0,2;0,20;1,80;1,30;40,5;40,1;51,3
078;2018-03-24;23:00;7;10,7;4,6;0,2;0,20;1,80;1,20;40,5;39,9;51,4
078;2018-03-25;3:00;3;11,1;4,6;0,2;0,20;1,90;1,30;39,7;39,2;51,6
078;2018-03-25;7:00;4;10,2;4,8;0,2;0,20;1,80;1,40;38,0;37,6;48,9
079;2018-03-25;11:00;2;11,9;4,8;0,2;0,26;1,90;1,50;40,9;40,8;51,6
079;2018-03-25;16:00;4;10,1;4,8;0,2;0,25;1,90;1,30;40,2;39,6;51,1
079;2018-03-25;21:00;5;10,3;4,8;0,2;0,25;1,90;1,40;39,8;39,4;50,2
079;2018-03-25;23:00;7;11,2;4,8;0,2;0,25;1,80;1,20;39,6;39,8;51,2
080;2018-03-26;12:00;2;8,9;4,8;0,2;0,26;1,90;1,50;40,0;40,8;51,6
080;2018-03-26;15:00;2;12,1;4,8;4,0;0,25;1,80;1,30;40,8;40,3;51,6
080;2018-03-26;20:00;4;11,5;4,8;0,2;0,25;1,90;1,40;39,6;39,4;50,4
080;2018-03-26;1:00;4;11,5;4,8;0,2;0,25;1,90;1,50;39,0;38,6;50,6
080;2018-03-27;4:00;4;10,8;4,8;0,2;0,25;1,90;1,50;39,0;39,0;50,0
081;2018-03-27;12:00;4;14,5;4,8;0,2;0,26;1,90;1,30;40,3;40,7;51,4
081;2018-03-27;16:00;4;11,8;4,5;0,2;0,25;1,80;1,30;39,5;39,0;50,8
081;2018-03-27;21:00;5;11,5;4,6;0,2;0,25;1,90;1,30;39,0;38,7;50,4
081;2018-03-28;23:00;2;11,9;4,8;0,2;0,26;1,90;1,50;38,5;38,3;49,0
081;2018-03-28;0:00;4;12,2;4,8;0,2;0,26;1,90;1,50;38,6;38,2;49,5
082;2018-03-28;12:00;4;10,8;4,6;0,2;0,25;1,90;1,50;39,7;39,4;49,4
082;2018-03-28;17:40;4;12,0;4,6;0,2;0,25;1,90;1,30;40,0;39,3;50,4
082;2018-03-28;20:30;4;12,2;4,6;0,2;0,25;1,90;1,30;39,7;39,0;50,7
082;2018-03-28;23:00;5;12,2;4,6;0,2;0,26;1,90;1,40;39,1;38,5;49,9
082;2018-03-29;4:00;7;11,3;4,6;0,2;0,26;1,90;1,40;39,0;38,3;50,0
083;2018-03-29;15:00;5;12,1;4,6;0,2;0,25;1,90;1,30;40,3;41,2;51,3
083;2018-03-29;20:00;3;10,3;4,6;0,2;0,25;1,90;1,40;40,2;39,8;50,6
083;2018-03-29;23:00;3;11,9;4,8;0,2;0,25;1,90;1,40;39,0;38,3;50,1
083;2018-03-30;4:00;4;11,1;4,8;0,2;0,25;1,90;1,40;39,2;38,9;50,3
084;2018-03-30;20:00;3;11,5;4,6;0,2;0,25;1,90;1,50;38,4;38,3;48,8
084;2018-03-31;0:00;4;12,1;4,6;0,2;0,25;2,00;1,50;37,6;37,9;49,6
084;2018-03-31;4:00;4;11,2;4,6;0,2;0,25;1,90;1,40;38,6;38,2;49,6
084;2018-03-31;7:00;5;12,4;4,6;0,2;0,25;1,90;1,30;38,6;38,2;50,2
085;2018-03-31;15:00;5;10,4;4,8;0,2;0,25;1,90;1,40;41,2;40,8;51,0
085;2018-03-31;20:00;4;10,8;4,8;0,2;0,26;1,90;1,40;38,5;38,2;49,2
085;2018-03-31;23:00;4;10,6;4,6;0,2;0,26;1,90;1,50;38,1;37,6;49,2
085;2018-04-01;4:00;6;11,2;4,7;0,2;0,26;1,90;1,40;37,7;37,4;48,8
085;2018-04-01;10:00;5;11,8;4,6;0,2;0,25;1,90;1,30;38,4;37,7;50,3
086;2018-04-01;17:00;4;12,6;4,8;0,2;0,26;1,90;1,50;38,8;38,6;49,9
086;2018-04-01;20:00;8;12,7;4,8;0,2;0,26;1,90;1,40;39,0;38,5;49,9
086;2018-04-01;11:00;9;12,8;4,7;0,2;0,25;1,80;1,40;37,9;37,7;49,1
087;2018-04-02;18:00;5;11,8;4,8;0,2;0,26;1,90;1,50;38,8;38,3;49,8
087;2018-04-02;20:00;4;12,6;4,8;0,2;0,26;1,90;1,50;36,8;36,4;48,3
087;2018-04-02;23:00;5;12,4;4,8;0,2;0,25;1,90;1,30;38,6;38,2;50,1
087;2018-04-03;7:00;5;11,4;4,8;0,2;0,26;1,90;1,40;38,0;38,3;49,9
087;2018-04-03;10:00;6;10,5;4,8;0,2;0,26;1,90;1,50;39,3;38,7;50,1
088;2018-04-03;20:00;5;11,2;4,6;0,2;0,26;1,90;1,50;39,2;38,5;50,7
088;2018-04-03;7:00;2;12,7;4,8;0,2;0,26;1,90;1,50;37,9;37,5;49,2
089;2018-04-04;23:00;2;11,2;4,8;0,2;0,26;1,90;1,40;38,4;38,1;49,3
089;2018-04-05;4:00;0;12,4;4,8;0,2;0,26;1,90;1,30;38,1;37,5;49,4
089;2018-04-05;8:00;4;10,5;4,6;0,2;0,26;1,90;1,50;37,5;37,0;49,0
089;2018-04-05;12:00;8;11,8;4,6;0,2;0,26;1,90;1,60;39,5;38,7;49,5
090;2018-04-06;3:00;4;12,7;4,8;0,2;0,26;2,10;1,60;35,7;35,7;47,6
090;2018-04-06;8:00;5;12,1;4,8;0,2;0,26;1,90;1,50;38,9;38,5;49,0
090;2018-04-06;12:00;4;10,8;4,6;0,2;0,25;1,90;1,50;39,9;38,7;49,6
091;2018-04-06;8:00;5;11,4;4,6;0,2;0,25;2,00;1,50;37,3;36,8;49,1
091;2018-04-06;11:00;4;10,8;4,6;0,2;0,25;1,90;1,40;39,8;39,3;50,9
091;2018-04-07;16:00;4;12,1;4,6;0,2;0,25;1,90;1,40;38,9;38,9;50,9
092;2018-04-08;5:00;5;10,0;4,6;0,2;0,25;1,90;1,50;37,7;36,5;48,7
092;2018-04-08;7:00;5;11,5;4,6;0,2;0,25;2,00;1,30;38,3;37,7;49,7
092;2018-04-08;11:00;4;10,8;4,6;0,2;0,25;1,90;1,40;39,8;39,3;50,9
092;2018-04-08;15:00;9;12,6;4,8;0,2;0,26;1,90;1,30;39,9;39,6;51,6
092;2018-04-08;20:00;6;11,4;4,8;0,2;0,26;1,90;1,40;38,8;38,4;49,9
092;2018-04-08;23:00;6;12,3;4,6;0,2;0,25;1,90;1,60;37,1;37,0;48,3
093;2018-04-09;9:00;4;10,9;4,6;0,2;0,25;1,90;1,40;39,1;38,9;50,4
093;2018-04-09;13:00;5;11,3;4,6;0,2;0,25;1,90;1,50;39,6;39,9;51,1
093;2018-04-09;15:00;4;12,3;4,8;0,2;0,26;1,90;1,40;40,5;40,4;51,6
093;2018-04-09;20:00;8;12,9;4,8;0,2;0,26;2,00;1,40;38,7;38,3;50,4
093;2018-04-09;23:00;7;11,7;4,6;0,2;0,26;1,90;1,60;37,8;37,2;49,4
094;2018-04-10;7:00;5;12,0;4,8;0,2;0,25;1,90;1,40;38,1;38,4;49,5
094;2018-04-10;13:00;4;12,4;4,6;0,2;0,25;1,80;1,40;38,4;38,0;49,5
094;2018-04-10;15:00;5;12,1;4,8;0,2;0,26;1,90;1,40;38,3;37,8;49,8
094;2018-04-10;20:00;4;12,7;4,8;0,2;0,26;1,90;1,40;38,2;37,6;49,4
094;2018-04-10;23:00;6;11,5;4,6;0,2;0,25;1,90;1,60;38,7;37,7;49,5
095;2018-04-11;7:00;5;11,8;4,6;0,2;0,25;1,90;1,60;39,1;38,0;49,3
095;2018-04-11;11:00;5;12,7;4,5;0,3;0,25;2,00;1,50;33,5;38,3;49,6
095;2018-04-11;15:00;3;11,0;4,6;0,2;0,26;1,90;1,30;39,7;39,2;51,4
095;2018-04-11;21:00;3;11,0;4,7;0,2;0,26;1,90;1,30;39,3;38,9;50,7
095;2018-04-11;23:00;4;11,3;4,7;0,2;0,25;1,90;1,30;36,8;36,5;49,7
096;2018-04-12;7:00;4;12,1;4,4;0,2;0,26;1,90;1,40;37,6;36,8;49,2
096;2018-04-12;10:00;4;12,0;4,8;0,2;0,26;1,90;1,00;37,8;37,0;49,6
096;2018-04-12;20:00;4;11,4;4,7;0,2;0,26;1,90;1,50;38,6;38,1;50,4
096;2018-04-12;23:00;4;12,0;4,8;0,2;0,26;1,90;1,50;38,2;37,6;49,6
097;2018-04-13;16:00;4;12,9;4,6;0,2;0,26;1,90;1,30;35,2;37,7;50,4
097;2018-04-13;21:00;5;12,1;4,6;0,2;0,26;1,90;1,60;36,1;39,3;49,6
097;2018-04-13;23:00;4;11,7;4,6;0,2;0,26;1,90;1,40;39,0;38,0;49,9
098;2018-04-14;20:00;5;13,0;4,6;0,2;0,25;2,00;1,40;38,4;38,1;49,8
098;2018-04-14;0:00;4;12,6;4,7;0,3;0,20;1,90;1,20;38,3;38,0;50,2
099;2018-04-15;15:00;4;12,3;4,7;0,4;0,25;1,90;1,20;38,5;38,2;50,0
099;2018-04-15;17:00;4;12,2;4,6;0,3;0,25;1,90;1,40;39,0;38,8;50,6
099;2018-04-15;23:00;9;11,3;4,8;0,2;0,25;1,90;1,40;38,0;37,4;49,1
099;2018-06-16;4:00;6;11,8;4,8;0,2;0,25;1,90;1,20;38,3;37,2;50,2
099;2018-04-16;7:00;6;12,2;4,6;0,2;0,25;2,00;1,40;37,5;36,9;49,5
100;2018-04-16;23:00;5;11,4;4,8;0,2;0,25;1,90;1,30;38,1;37,4;50,1
100;2018-04-17;4:00;5;9,9;4,8;0,2;0,25;1,90;1,50;38,0;37,7;49,1
101;2018-04-17;20:00;4;9,7;4,8;0,2;0,26;1,90;1,60;39,4;38,7;50,4
101;2018-04-17;0:00;5;9,5;4,6;0,2;0,25;1,90;1,30;38,5;37,7;50,4
101;2018-04-18;4:00;4;11,2;4,6;0,2;0,25;1,90;1,50;37,4;36,5;49,3
101;2018-04-18;15:00;8;11,1;4,8;0,2;0,26;1,90;1,20;39,8;39,4;51,6
102;2018-04-18;21:00;4;10,6;4,8;0,2;0,26;1,90;1,30;39,9;39,3;51,1
102;2018-04-18;1:00;3;11,0;4,6;0,2;0,25;1,90;1,50;38,8;38,3;50,4
102;2018-04-19;7:00;4;11,0;4,8;0,2;0,26;1,90;1,40;38,8;38,1;50,5
102;2018-04-19;16:00;6;9,7;4,8;0,2;0,26;1,90;1,40;39,7;39,4;51,3
103;2018-04-19;21:00;4;10,3;4,8;0,2;0,26;1,90;1,10;39,8;39,2;51,1
103;2018-04-19;23:00;6;9,4;4,8;0,2;0,26;1,80;1,10;39,7;39,3;51,3
103;2018-04-19;7:00;4;12,4;4,5;0,2;0,26;1,90;1,00;40,4;39,7;51,6
103;2018-04-19;10:00;2;12,7;4,6;0,2;0,26;1,90;1,20;39,3;38,7;50,8
103;2018-04-19;17:00;6;10,5;4,8;0,2;0,26;1,90;1,20;38,5;38,7;50,4
104;2018-04-20;23:00;5;11,7;4,8;0,2;0,26;1,90;1,10;38,4;38,1;49,8
104;2018-04-21;4:00;4;12,3;4,8;0,2;0,26;1,90;1,20;38,5;38,2;50,5
104;2018-04-21;16:00;4;11,1;4,6;0,2;0,25;1,90;1,50;38,8;38,3;50,4
105;2018-04-22;1:00;4;11,5;4,8;0,2;0,26;1,90;0,70;39,0;38,6;51,0
105;2018-04-22;4:00;5;12,4;4,8;0,2;0,26;1,90;0,80;38,8;37,9;50,3
105;2018-04-22;15:00;4;12,3;4,6;0,2;0,26;1,90;0,60;39,0;38,8;50,8
105;2018-04-22;20:00;6;12,9;4,7;0,2;0,25;1,90;0,70;38,8;38,0;50,9
106;2018-04-23;4:00;3;12,4;4,9;0,2;0,26;1,90;0,60;39,4;38,7;51,2
106;2018-04-23;8:00;5;11,5;4,6;0,2;0,25;1,90;0,60;39,5;38,6;51,1
106;2018-04-23;13:00;4;11,0;4,8;0,2;0,25;1,90;0,60;40,3;39,9;51,6
106;2018-04-23;23:00;7;12,0;4,8;0,2;0,25;1,90;0,70;39,2;38,6;50,8
107;2018-04-24;15:00;5;10,7;4,5;0,2;0,25;1,90;0,90;38,8;38,7;50,3
107;2018-04-23;19:00;7;10,5;4,5;0,2;0,25;1,90;0,90;39,4;38,9;50,5
107;2018-04-24;23:00;6;12,4;4,8;0,2;0,25;1,90;1,00;37,9;37,4;49,1
108;2018-04-24;12:00;7;12,1;4,5;0,2;0,25;1,90;0,40;40,5;39,8;51,6
108;2018-04-25;15:00;6;12,3;4,5;0,2;0,25;1,90;0,50;40,3;39,6;51,0
108;2018-04-25;20:00;5;11,1;4,8;0,2;0,26;1,90;0,80;38,6;38,2;50,1
108;2018-04-25;1:00;5;11,5;4,6;0,2;0,26;1,90;0,90;38,1;37,6;49,4
108;2018-04-26;4:00;4;12,1;0,5;0,2;0,25;1,90;0,70;38,2;37,5;49,6
109;2018-04-26;13:00;4;10,9;4,7;0,2;0,25;1,90;0,80;38,9;38,4;50,6
109;2018-04-26;15:00;4;12,5;4,8;0,2;0,26;1,90;0,90;39,8;39,3;51,5
109;2018-04-26;20:00;5;11,8;4,8;0,2;0,26;1,90;0,80;39,5;38,7;51,1
109;2018-04-26;0:00;3;11,6;4,6;0,2;0,25;1,90;0,50;40,0;39,3;51,5
109;2018-04-27;4:00;5;11,6;4,6;0,2;0,25;1,90;0,50;39,6;39,0;51,4
109;2018-04-27;7:00;5;10,8;4,6;0,2;0,26;1,90;1,00;38,5;38,1;49,5
110;2018-04-27;15:00;5;11,4;4,8;0,2;0,25;1,90;0,40;40,8;39,3;51,6
110;2018-04-27;21:00;4;11,6;4,8;0,2;0,25;1,90;0,60;39,5;39,1;51,6
110;2018-04-28;7:00;4;12,7;4,8;0,2;0,26;1,90;1,20;39,6;39,0;50,7
110;2018-04-28;10:00;6;13,1;4,6;0,2;0,26;1,90;0,90;37,7;37,4;49,3
111;2018-04-28;15:00;3;10,9;4,8;0,2;0,25;1,90;0,60;40,3;39,6;51,6
111;2018-04-28;21:00;5;11,3;4,8;0,2;0,25;1,90;0,70;39,8;38,8;51,2
111;2018-04-28;23:00;4;12,4;4,8;0,2;0,26;1,90;0,60;39,3;38,3;50,9
111;2018-04-29;4:00;6;12,6;4,8;0,2;0,26;1,80;0,90;38,2;38,1;50,3
111;2018-04-29;7:00;4;10,1;4,8;0,2;0,25;1,90;0,70;39,6;39,0;50,6
112;2018-04-29;16:00;4;12,7;4,6;0,2;0,24;2,00;0,90;39,0;38,7;50,6
112;2018-04-29;20:00;3;9,3;4,6;0,2;0,25;1,90;0,90;39,6;39,1;50,6
112;2018-04-29;23:00;3;9,7;4,8;0,2;0,26;1,90;0,90;38,5;37,9;49,5
112;2018-04-30;4:00;4;11,6;4,8;0,2;0,26;1,90;0,80;38,5;37,9;49,4
112;2018-04-30;7:00;6;11,3;4,8;0,2;0,26;1,90;0,60;39,0;38,3;50,3
113;2018-04-30;21:00;5;11,5;4,7;0,2;0,25;1,90;1,20;39,9;39,3;51,6
113;2018-04-30;23:00;2;9,6;4,8;0,2;0,25;1,90;0,50;40,8;40,4;51,6
113;2018-05-01;4:00;2;12,1;4,8;0,2;0,25;2,10;0,70;39,5;38,6;50,4
113;2018-05-01;8:00;8;10,5;4,8;0,2;0,25;1,90;0,60;38,6;39,5;50,5
113;2018-05-01;11:00;6;11,0;4,8;0,2;0,25;1,90;0,60;39,1;40,0;51,6
114;2018-05-02;0:00;3;11,9;4,8;0,2;0,26;1,90;0,70;39,6;38,8;50,9
114;2018-05-02;5:00;2;11,1;4,8;0,2;0,25;1,90;0,90;39,1;38,3;49,1
114;2018-05-02;8:00;2;11,7;4,7;0,2;0,24;1,90;0,60;39,9;39,0;50,7
114;2018-05-02;12:00;4;12,4;4,6;0,2;0,25;1,90;0,90;39,9;39,2;51,0
115;2018-05-03;5:00;5;11,0;4,8;0,2;0,25;1,90;0,40;39,9;38,8;51,6
115;2018-05-03;8:00;5;11,5;4,8;0,2;0,25;1,90;0,90;39,7;39,5;51,4
115;2018-05-03;12:00;4;11,2;4,8;0,2;0,25;1,90;0,60;38,9;39,2;50,4
115;2018-05-03;15:00;5;12,2;4,8;0,2;0,26;2,00;0,50;40,9;39,9;51,6
115;2018-05-03;20:00;6;11,5;4,8;0,2;0,26;1,90;0,70;39,7;38,9;50,8
