Número de extracción;Fecha;Hora;Peróxido de hidrogeno (ppm);Dióxido de azufre (ppm);NTU L1;NTU L3;NTU FP 1;NTU FP2;NTU FP 3;NTU FP 4
120;2019-05-16;11:00;15;16;109;87;ND;48;ND;35
120;2019-05-16;13:00;14;20;ND;ND;ND;ND;ND;ND
120;2019-05-16;15:00;29;40;176;146;87;ND;68;ND
120;2019-05-16;16:00;36;24;ND;ND;ND;ND;ND;ND
120;2019-05-16;17:00;14;16;ND;ND;ND;ND;ND;ND
120;2019-05-16;19:00;22;16;276;204;105;ND;61;ND
120;2019-05-16;21:00;53;36;ND;ND;ND;ND;ND;ND
120;2019-05-16;23:00;100;4;336;ND;ND;38;31;ND
121;2019-05-17;5:00;80;4;ND;ND;ND;ND;ND;ND
121;2019-05-017;6:00;50;ND;ND;ND;ND;ND;ND;ND
121;2019-05-17;7:00;61;28;98;19;25;ND;ND;17
121;2019-05-17;9:00;30;20;ND;ND;ND;ND;ND;ND
121;2019-05-17;11:00;15;20;226;42;51;ND;ND;23
121;2019-05-17;13:00;52;24;ND;ND;ND;ND;ND;ND
121;2019-05-17;15:00;30;32;241;104;ND;62;60;ND
121;2019-05-17;17:00;50;28;ND;ND;ND;ND;ND;ND
121;2019-05-17;19:00;30;24;209;120;88;87;49;40
121;2019-05-17;21:00;10;32;ND;ND;ND;ND;ND;ND
121;2019-05-17;23:00;36;0;240;158;81;86;79;57
121;2019-05-18;1:00;8;12;ND;ND;ND;ND;ND;ND
122;2019-05-18;7:00;ND;ND;ND;ND;ND;ND;ND;ND
122;2019-05-18;9:00;ND;ND;ND;ND;ND;ND;ND;ND
122;2019-05-18;11:00;10;14;ND;ND;ND;ND;ND;ND
122;2019-05-18;13:00;15;12;ND;ND;ND;ND;ND;ND
122;2019-05-18;15:00;12;16;87;41;25;25;ND;20
122;2019-05-18;17:00;52;24;ND;ND;ND;ND;ND;ND
122;2019-05-18;19:00;62;12;167;146;ND;57;45;41
122;2019-05-18;20:00;42;ND;ND;ND;ND;ND;ND;ND
122;2019-05-18;21:00;100;16;ND;ND;ND;ND;ND;ND
122;2019-05-18;22:00;24;ND;ND;ND;ND;ND;ND;ND
122;2019-05-18;23:00;15;12;189;235;97;99;ND;37
122;2019-05-19;1:00;30;16;ND;ND;ND;ND;ND;ND
122;2019-05-19;3:00;15;16;163;224;80;75;ND;77
122;2019-05-19;5:00;20;12;ND;ND;ND;ND;ND;ND
122;2019-05-19;7:00;26;20;ND;ND;ND;41;54;ND
123;2019-05-19;11:00;ND;ND;ND;ND;ND;ND;ND;ND
123;2019-05-19;13:00;ND;ND;ND;ND;ND;ND;ND;ND
123;2019-05-19;15:00;16;12;58;18;15;ND;ND;10
123;2019-05-19;17:00;29;12;ND;ND;ND;ND;ND;ND
123;2019-05-19;19:00;42;8;106;36;ND;29;16;ND
123;2019-05-19;21:00;90;8;ND;ND;ND;ND;ND;ND
123;2019-05-19;22:00;58;ND;ND;ND;ND;ND;ND;ND
123;2019-05-19;23:00;15;16;154;103;ND;53;46;ND
123;2019-05-20;1:00;15;20;ND;ND;ND;ND;ND;ND
123;2019-05-20;3:00;20;16;222;245;ND;89;ND;99
123;2019-05-20;5:00;30;20;ND;ND;ND;ND;ND;ND
123;2019-05-20;7:00;500;28;ND;ND;101;ND;ND;80
123;2019-05-20;8:00;43;ND;ND;ND;ND;ND;ND;ND
123;2019-05-20;9:00;30;12;ND;ND;ND;ND;ND;ND
123;2019-05-20;11:00;36;18;ND;ND;ND;ND;ND;ND
124;2019-05-20;11:00;ND;ND;ND;ND;ND;ND;ND;ND
124;2019-05-20;13:00;ND;ND;ND;ND;ND;ND;ND;ND
124;2019-05-20;15:00;ND;ND;75;10;ND;32;10;ND
124;2019-05-20;17:00;20;14;ND;ND;ND;ND;ND;ND
124;2019-05-20;19:00;81;12;107;12;32;25;20;18
124;2019-05-20;20:00;24;ND;ND;ND;ND;ND;ND;ND
124;2019-05-20;21:00;60;16;ND;ND;ND;ND;ND;ND
124;2019-05-20;22:00;37;ND;ND;ND;ND;ND;ND;ND
124;2019-05-20;23:00;20;12;144;60;41;ND;33;29
124;2019-05-21;1:00;30;16;ND;ND;ND;ND;ND;ND
124;2019-05-21;3:00;40;20;ND;97;ND;58;38;ND
124;2019-05-21;5:00;50;20;ND;ND;ND;ND;ND;ND
124;2019-05-21;7:00;72;12;413;174;106;99;ND;44
124;2019-05-21;8:00;53;ND;ND;ND;ND;ND;ND;ND
124;2019-05-21;9:00;50;16;ND;ND;ND;ND;ND;ND
124;2019-05-21;10:00;61;16;308;127;99;ND;125;ND
124;2019-05-21;11:00;59;ND;ND;ND;ND;ND;ND;ND
124;2019-05-21;13:00;53;8;ND;ND;ND;ND;ND;ND
124;2019-05-21;15:00;41;8;ND;ND;ND;ND;ND;ND
125;2019-05-21;17:00;ND;ND;ND;ND;ND;ND;ND;ND
125;2019-05-21;19:00;ND;ND;52;24;ND;17;ND;9
125;2019-05-21;21:00;ND;ND;ND;ND;ND;ND;ND;ND
125;2019-05-21;23:00;75;20;84;88;ND;29;ND;28
125;2019-05-22;0:00;15;ND;ND;ND;ND;ND;ND;ND
125;2019-05-22;1:00;0;36;ND;ND;ND;ND;ND;ND
125;2019-05-22;3:00;30;28;128;123;59;59;38;50
125;2019-05-22;5:00;30;28;ND;ND;ND;ND;ND;ND
125;2019-05-22;7:00;50;22;238;221;78;63;67;64
125;2019-05-22;9:00;58;20;ND;ND;ND;ND;ND;ND
125;2019-05-22;11:00;46;24;219;185;ND;52;ND;59
125;2019-05-22;13:00;45;16;ND;ND;ND;ND;ND;ND
125;2019-05-22;15:00;43;24;135;ND;ND;53;47;ND
126;2019-05-22;23:00;ND;ND;64;16;30;ND;ND;22
126;2019-05-23;1:00;75;32;ND;ND;ND;ND;ND;ND
126;2019-05-23;2:00;54;ND;ND;ND;ND;ND;ND;ND
126;2019-05-23;3:00;75;24;83;21;28;ND;ND;24
126;2019-05-23;4:00;50;ND;ND;ND;ND;ND;ND;ND
126;2019-05-23;5:00;50;24;ND;ND;ND;ND;ND;ND
126;2019-05-23;6:00;56;12;153;104;ND;47;ND;35
126;2019-05-23;7:00;61;8;ND;ND;ND;ND;ND;ND
126;2019-05-23;8:00;33;ND;ND;ND;ND;ND;ND;ND
126;2019-05-23;11:00;59;12;189;146;ND;62;ND;34
126;2019-05-23;13:00;10;20;ND;ND;ND;ND;ND;ND
126;2019-05-23;15:00;13;8;190;193;77;ND;ND;49
126;2019-05-23;17:00;20;12;ND;ND;ND;ND;ND;ND
126;2019-05-23;19:00;30;16;195;ND;56;ND;44;ND
126;2019-05-23;21:00;20;30;ND;ND;ND;ND;ND;ND
126;2019-02-24;23:00;33;20;ND;ND;ND;ND;ND;ND
127;2019-05-24;1:00;ND;ND;ND;ND;ND;ND;ND;ND
127;2019-05-24;3:00;ND;ND;122;20;ND;29;10;ND
127;2019-05-24;5:00;64;12;ND;ND;ND;ND;ND;ND
127;2019-05-24;6:00;35;ND;ND;ND;ND;ND;ND;ND
127;2019-05-24;7:00;47;16;189;48;45;ND;16;15
127;2019-05-24;9:00;40;18;ND;ND;ND;ND;ND;ND
127;2019-05-24;11:00;12;24;194;130;52;ND;ND;56
127;2019-05-24;13:00;10;36;ND;ND;ND;ND;ND;ND
127;2019-05-24;15:00;20;8;153;249;ND;82;92;ND
127;2019-05-24;17:00;12;12;ND;ND;ND;ND;ND;ND
127;2019-05-24;19:00;9;8;ND;ND;87;69;71;54
127;2019-05-24;21:00;7;8;ND;ND;ND;ND;ND;ND
127;2019-05-25;23:00;12;8;ND;ND;ND;ND;ND;ND
128;2019-05-25;1:00;ND;ND;ND;ND;ND;ND;ND;ND
128;2019-05-25;3:00;ND;ND;52;11;ND;17;6;ND
128;2019-05-25;5:00;62;16;ND;ND;ND;ND;ND;ND
128;2019-05-25;6:00;18;ND;ND;ND;ND;ND;ND;ND
128;2019-05-25;7:00;10;32;121;14;44;36;16;16
128;2019-05-25;9:00;24;32;ND;ND;ND;ND;ND;ND
128;2019-05-25;11:00;20;12;195;33;50;ND;ND;34
128;2019-05-25;13:00;47;16;ND;ND;ND;ND;ND;ND
128;2019-05-25;15:00;30;12;278;152;78;68;71;54
128;2019-05-25;17:00;10;32;ND;ND;ND;ND;ND;ND
128;2019-05-25;19:00;30;28;380;ND;92;77;58;64
128;2019-05-25;21:00;10;16;ND;ND;ND;ND;ND;ND
128;2019-05-25;11:00;25;12;ND;ND;ND;ND;ND;ND
128;2019-05-26;1:00;10;18;ND;ND;ND;ND;ND;ND
129;2019-05-26;3:00;ND;ND;37;14;ND;5;ND;6
129;2019-05-26;5:00;800;38;ND;ND;ND;ND;ND;ND
129;2019-05-26;6:00;29;ND;ND;ND;ND;ND;ND;ND
129;2019-05-26;7:00;15;28;70;18;34;ND;22;ND
129;2019-05-26;9:00;30;20;ND;ND;ND;ND;ND;ND
129;2019-05-26;11:00;15;16;180;44;62;58;83;34
129;2019-05-26;13:00;30;16;ND;ND;ND;ND;ND;ND
129;2019-05-26;15:00;50;20;404;201;ND;134;ND;68
129;2019-05-26;17:00;30;24;ND;ND;ND;ND;ND;ND
129;2019-05-26;19:00;30;24;664;363;135;ND;48;ND
129;2019-05-26;21:00;30;24;ND;ND;ND;ND;ND;ND
129;2019-05-26;23:00;35;4;259;ND;79;ND;ND;87
129;2019-05-27;1:00;10;8;ND;ND;ND;ND;ND;ND
129;2019-05-27;3:00;0;12;ND;ND;ND;ND;ND;ND
130;2019-05-27;7:00;ND;ND;124;13;ND;50;24;ND
130;2019-05-27;9:00;75;28;ND;ND;ND;ND;ND;ND
130;2019-05-27;10:00;32;ND;ND;ND;ND;ND;ND;ND
130;2019-05-27;11:00;66;24;178;28;78;ND;13;29
130;2019-05-27;12:00;14;ND;ND;ND;ND;ND;ND;ND
130;2019-05-27;13:00;57;24;ND;ND;ND;ND;ND;ND
130;2019-05-27;15:00;25;16;176;103;78;70;ND;51
130;2019-05-27;17:00;21;24;ND;ND;ND;ND;ND;ND
130;2019-05-27;19:00;100;40;209;165;ND;118;88;ND
130;2019-05-27;20:00;64;30;ND;ND;ND;ND;ND;ND
130;2019-05-27;21:00;48;28;ND;ND;ND;ND;ND;ND
130;2019-05-27;23:00;35;18;257;181;54;ND;66;ND
130;2019-05-28;1:00;30;4;ND;ND;ND;ND;ND;ND
130;2019-05-28;3:00;7;9;ND;ND;ND;ND;ND;ND
131;2019-05-28;5:00;ND;ND;ND;ND;ND;ND;ND;ND
131;2019-05-28;7:00;ND;ND;68;12;ND;18;11;ND
131;2019-05-28;9:00;50;24;ND;ND;ND;ND;ND;ND
131;2019-05-28;11:00;45;24;153;11;17;16;11;11
131;2019-05-28;13:00;50;20;ND;ND;ND;ND;ND;ND
131;2019-05-28;15:00;164;28;137;14;58;ND;36;26
131;2019-05-28;16:00;26;ND;ND;ND;ND;ND;ND;ND
131;2019-05-28;17:00;65;40;ND;ND;ND;ND;ND;ND
131;2019-05-28;18:00;36;24;ND;ND;ND;ND;ND;ND
131;2019-05-28;19:00;26;12;173;27;47;41;23;20
131;2019-05-28;21:00;27;12;ND;ND;ND;ND;ND;ND
131;2019-05-28;23:00;15;8;ND;73;ND;28;32;ND
131;2019-05-29;1:00;20;16;ND;ND;ND;ND;ND;ND
131;2019-05-29;3:00;30;16;ND;ND;ND;ND;ND;ND
131;2019-05-29;5:00;ND;ND;ND;ND;ND;ND;ND;ND
131;2019-05-29;7:00;ND;ND;ND;ND;ND;ND;ND;ND
132;2019-05-29;9:00;ND;ND;ND;ND;ND;ND;ND;ND
132;2019-05-29;11:00;89;28;70;20;ND;30;ND;17
132;2019-05-29;12:00;32;ND;ND;ND;ND;ND;ND;ND
132;2019-05-29;13:00;83;24;ND;ND;ND;ND;ND;ND
132;2019-05-29;14:00;14;ND;ND;ND;ND;ND;ND;ND
132;2019-05-29;15:00;140;30;196;68;ND;43;ND;36
132;2019-05-29;16:00;21;ND;ND;ND;ND;ND;ND;ND
132;2019-05-29;17:00;30;40;ND;ND;ND;ND;ND;ND
132;2019-05-29;18:00;44;22;ND;ND;ND;ND;ND;ND
132;2019-05-29;19:00;24;4;242;191;84;65;70;65
132;2019-05-29;21:00;28;40;ND;ND;ND;ND;ND;ND
132;2019-05-29;22:00;62;26;ND;ND;ND;ND;ND;ND
132;2019-05-29;23:00;15;16;116;220;92;84;80;80
132;2019-05-30;1:00;30;16;ND;ND;ND;ND;ND;ND
132;2019-05-30;3:00;10;12;ND;ND;56;52;ND;59
132;2019-05-30;5:00;36;16;ND;ND;ND;ND;ND;ND
132;2019-05-30;7:00;8;32;ND;ND;ND;ND;ND;ND
133;2019-05-30;7:00;ND;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;9:00;ND;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;11:00;ND;ND;190;28;ND;56;35;ND
133;2019-05-30;13:00;91;36;ND;ND;ND;ND;ND;ND
133;2019-05-30;14:00;19;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;15:00;198;20;253;44;ND;57;23;ND
133;2019-05-30;16:00;20;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;17:00;76;24;ND;ND;ND;ND;ND;ND
133;2019-05-30;18:00;34;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;19:00;83;16;286;112;98;ND;ND;42
133;2019-05-30;20:00;52;ND;ND;ND;ND;ND;ND;ND
133;2019-05-30;21:00;78;16;ND;ND;ND;ND;ND;ND
133;2019-05-30;23:00;50;20;347;250;128;ND;ND;102
133;2019-05-31;1:00;50;24;ND;ND;ND;ND;ND;ND
133;2019-05-31;3:00;30;28;376;344;ND;138;ND;ND
133;2019-05-31;5:00;50;20;ND;ND;ND;ND;ND;ND
133;2019-05-31;7:00;47;24;ND;ND;ND;ND;ND;ND
133;2019-05-31;9:00;39;24;ND;ND;ND;ND;ND;ND
134;2019-05-31;11:00;ND;ND;ND;ND;ND;ND;ND;ND
134;2019-05-31;13:00;ND;ND;ND;ND;ND;ND;ND;ND
134;2019-05-31;15:00;200;8;159;14;80;ND;25;ND
134;2019-05-31;16:00;25;ND;ND;ND;ND;ND;ND;ND
134;2019-05-31;17:00;125;8;ND;ND;ND;ND;ND;ND
134;2019-05-31;18:00;18;ND;ND;ND;ND;ND;ND;ND
134;2019-05-31;19:00;40;4;250;33;61;56;22;21
134;2019-05-31;20:00;100;12;ND;ND;ND;ND;ND;ND
134;2019-05-31;21:00;14;ND;ND;ND;ND;ND;ND;ND
134;2019-05-31;23:00;30;28;309;123;ND;145;ND;94
134;2019-06-01;1:00;30;24;ND;ND;ND;ND;ND;ND
134;2019-06-01;3:00;30;20;259;317;101;ND;72;ND
134;2019-06-01;5:00;30;28;ND;ND;ND;ND;ND;ND
134;2019-05-31;7:00;52;34;126;ND;79;ND;44;ND
134;2019-06-01;9:00;20;16;ND;ND;ND;ND;ND;ND
134;2019-06-01;11:00;35;20;48;31;ND;ND;ND;10
134;2019-06-01;13:00;ND;ND;ND;ND;ND;ND;ND;ND
135;2019-06-01;15:00;ND;ND;ND;ND;ND;ND;ND;ND
135;2019-06-01;17:00;140;36;ND;ND;ND;ND;ND;ND
135;2019-06-01;18:00;45;ND;ND;ND;ND;ND;ND;ND
135;2019-06-01;19:00;121;32;133;65;54;ND;ND;24
135;2019-06-01;21:00;39;20;ND;ND;ND;ND;ND;ND
135;2019-06-01;23:00;58;20;204;109;56;ND;ND;30
135;2019-06-02;1:00;45;20;ND;ND;ND;ND;ND;ND
135;2019-06-02;3:00;35;16;281;158;69;ND;60;ND
135;2019-06-02;5:00;32;16;ND;ND;ND;ND;ND;ND
135;2019-06-02;7:00;41;24;366;292;ND;88;ND;66
135;2019-06-02;9:00;39;20;ND;ND;ND;ND;ND;ND
135;2019-06-02;11:00;26;16;270;269;100;ND;ND;107
135;2019-06-02;13:00;40;18;ND;ND;ND;ND;ND;ND
135;2019-06-02;15:00;32;16;ND;ND;ND;ND;ND;ND
136;2019-06-02;21:00;ND;ND;ND;ND;ND;ND;ND;ND
136;2019-06-02;23:00;46;20;53;113;22;ND;39;ND
136;2019-06-03;1:00;18;24;ND;ND;ND;ND;ND;ND
136;2019-06-03;3:00;16;24;164;338;ND;47;74;68
136;2019-06-03;5:00;14;28;ND;ND;ND;ND;ND;ND
136;2019-06-03;7:00;37;20;277;664;ND;ND;ND;ND
136;2019-06-03;9:00;6;8;ND;ND;ND;ND;ND;ND
136;2019-06-03;11:00;41;20;167;573;76;ND;107;ND
136;2019-06-03;13:00;72;28;ND;ND;ND;ND;ND;ND
136;2019-06-03;15:00;25;16;ND;ND;ND;65;118;ND
136;2019-06-03;17:00;53;16;ND;ND;ND;ND;ND;ND
137;2019-06-03;21:00;ND;ND;207;ND;ND;ND;ND;ND
131;2019-05-29;23:00;78;16;200;20;77;ND;ND;25
132;2019-05-30;0:00;19;ND;ND;ND;ND;ND;ND;ND
133;2019-05-31;1:00;150;4;ND;ND;ND;ND;ND;ND
134;2019-06-01;2:00;32;ND;ND;ND;ND;ND;ND;ND
135;2019-06-02;3:00;130;32;395;108;ND;153;68;57
136;2019-06-03;4:00;41;ND;ND;ND;ND;ND;ND;ND
137;2019-06-04;5:00;78;24;ND;ND;ND;ND;ND;ND
137;2019-06-04;6:00;39;ND;ND;ND;ND;ND;ND;ND
137;2019-06-04;7:00;27;32;419;203;213;181;99;96
137;2019-06-04;9:00;12;24;ND;ND;ND;ND;ND;ND
137;2019-06-04;11:00;12;36;1000;158;ND;172;80;76
137;2019-06-04;13:00;26;32;ND;ND;ND;ND;ND;ND
137;2019-06-04;15:00;0;16;69;ND;114;107;44;44
137;2019-06-04;17:00;36;14;ND;ND;ND;ND;ND;ND
138;2019-06-04;21:00;ND;ND;ND;ND;ND;ND;ND;ND
138;2019-06-04;23:00;190;20;44;10;42;ND;ND;38
138;2019-06-05;0:00;24;ND;ND;ND;ND;ND;ND;ND
138;2019-06-05;1:00;75;18;ND;ND;ND;ND;ND;ND
138;2019-06-05;2:00;39;ND;ND;ND;ND;ND;ND;ND
138;2019-06-05;3:00;80;24;67;20;31;48;10;7
138;2019-06-05;4:00;41;ND;ND;ND;ND;ND;ND;ND
138;2019-06-05;5:00;30;4;ND;ND;ND;ND;ND;ND
138;2019-06-05;7:00;8;8;163;65;ND;56;28;28
138;2019-06-05;9:00;10;12;ND;ND;ND;ND;ND;ND
138;2019-06-05;11:00;15;12;187;160;84;73;ND;46
138;2019-06-05;13:00;30;16;ND;ND;ND;ND;ND;ND
138;2019-06-05;15:00;4;20;260;ND;57;52;56;ND
138;2019-06-05;17:00;4;16;ND;ND;ND;ND;ND;ND
138;2019-06-05;19:00;40;20;ND;ND;ND;ND;ND;ND
139;2019-06-05;21:00;ND;ND;ND;ND;ND;ND;ND;ND
139;2019-06-05;23:00;ND;ND;144;24;ND;54;ND;30
139;2019-06-06;1:00;15;20;ND;ND;ND;ND;ND;ND
139;2019-06-06;3:00;20;16;316;52;76;63;47;38
139;2019-06-06;5:00;30;20;ND;ND;ND;ND;ND;ND
139;2019-06-06;7:00;16;12;314;101;95;91;54;50
139;2019-06-06;9:00;23;16;ND;ND;ND;ND;ND;ND
139;2019-06-06;11:00;42;20;227;121;ND;76;ND;66
139;2019-06-06;13:00;19;8;ND;ND;ND;ND;ND;ND
139;2019-06-06;15:00;48;40;158;237;74;ND;36;ND
139;2019-06-06;16:00;18;26;ND;ND;ND;ND;ND;ND
139;2019-06-06;17:00;58;32;ND;ND;ND;ND;ND;ND
139;2019-06-06;19:00;24;16;ND;ND;ND;ND;ND;ND
140;2019-06-06;21:00;ND;ND;ND;ND;ND;ND;ND;ND
140;2019-06-06;23:00;ND;ND;33;22;ND;14;ND;11
140;2019-06-06;1:00;20;24;ND;ND;ND;ND;ND;ND
140;2019-06-06;3:00;20;16;343;61;88;64;53;44
140;2019-06-06;5:00;30;16;ND;ND;ND;ND;ND;ND
140;2019-06-06;7:00;30;36;330;88;106;87;65;52
140;2019-06-06;9:00;29;28;ND;ND;ND;ND;ND;ND
140;2019-06-06;11:00;48;24;806;175;66;58;ND;59
140;2019-06-06;13:00;42;20;ND;ND;ND;ND;ND;ND
140;2019-06-07;15:00;30;4;232;ND;74;ND;61;ND
140;2019-06-07;17:00;80;16;ND;ND;ND;ND;ND;ND
140;2019-06-07;18:00;57;ND;ND;ND;ND;ND;ND;ND
140;2019-06-07;19:00;150;4;ND;ND;ND;ND;ND;ND
140;2019-06-07;20:00;30;ND;ND;ND;ND;ND;ND;ND
140;2019-06-07;21:00;ND;ND;ND;ND;ND;ND;ND;ND
141;2019-06-07;21:00;ND;ND;ND;ND;ND;ND;ND;ND
141;2019-06-07;23:00;ND;ND;132;22;ND;54;ND;22
141;2019-06-08;1:00;ND;ND;ND;ND;ND;ND;ND;ND
141;2019-06-08;3:00;50;20;200;23;ND;57;21;18
141;2019-06-08;5:00;30;24;ND;ND;ND;ND;ND;ND
141;2019-06-08;7:00;20;16;241;35;72;64;18;ND
141;2019-06-08;9:00;63;24;ND;ND;ND;ND;ND;ND
141;2019-06-08;10:00;33;ND;ND;ND;ND;ND;ND;ND
141;2019-06-08;11:00;54;20;162;88;62;51;42;37
141;2019-06-08;13:00;36;18;ND;ND;ND;ND;ND;ND
141;2019-06-08;15:00;12;24;181;172;ND;49;ND;43
141;2019-06-08;17:00;10;24;ND;ND;ND;ND;ND;ND
141;2019-06-08;19:00;8;16;346;192;ND;34;ND;53
141;2019-06-08;21:00;58;24;ND;ND;ND;ND;ND;ND
142;2019-06-09;1:00;ND;ND;ND;ND;ND;ND;ND;ND
142;2019-06-09;3:00;100;28;150;34;64;ND;26;ND
142;2019-06-09;4:00;24;ND;ND;ND;ND;ND;ND;ND
142;2019-06-09;5:00;150;20;ND;ND;ND;ND;ND;ND
142;2019-06-09;6:00;51;ND;ND;ND;ND;ND;ND;ND
142;2019-06-09;7:00;60;40;238;50;70;69;33;32
142;2019-06-09;8:00;36;22;ND;ND;ND;ND;ND;ND
142;2019-06-09;9:00;12;4;ND;ND;ND;ND;ND;ND
142;2019-06-09;11:00;12;24;223;106;ND;85;73;45
142;2019-06-09;13:00;12;32;ND;ND;ND;ND;ND;ND
142;2019-06-09;15:00;10;16;273;61;90;ND;74;71
142;2019-06-09;17:00;15;16;ND;ND;ND;ND;ND;ND
142;2019-06-09;19:00;20;12;29;126;111;ND;101;66
142;2019-06-09;21:00;15;16;ND;ND;ND;ND;ND;ND
142;2019-06-09;23:00;ND;ND;ND;ND;ND;ND;ND;ND
143;2019-06-10;1:00;ND;ND;ND;ND;ND;ND;ND;ND
143;2019-06-10;3:00;30;28;75;22;33;ND;22;ND
143;2019-06-10;5:00;30;24;ND;ND;ND;ND;ND;ND
143;2019-06-10;7:00;27;40;204;58;57;ND;33;ND
143;2019-06-10;9:00;25;36;ND;ND;ND;ND;ND;ND
143;2019-06-10;11:00;13;28;167;180;ND;64;142;54
143;2019-06-10;13:00;18;24;ND;ND;ND;ND;ND;ND
143;2019-06-10;15:00;100;14;314;280;78;ND;87;68
143;2019-06-10;16:00;18;ND;ND;ND;ND;ND;ND;ND
143;2019-06-10;17:00;156;8;ND;ND;ND;ND;ND;ND
143;2019-06-10;19:00;5;15;148;ND;67;ND;91;ND
143;2019-06-10;21:00;31;12;ND;ND;ND;ND;ND;ND
143;2019-06-10;23:00;ND;ND;ND;ND;ND;ND;ND;ND
144;2019-06-11;1:00;ND;ND;ND;ND;ND;ND;ND;ND
144;2019-06-11;3:00;50;44;87;14;16;ND;6;ND
144;2019-06-11;4:00;52;30;ND;ND;ND;ND;ND;ND
144;2019-06-11;5:00;58;86;ND;ND;ND;ND;ND;ND
144;2019-06-11;6:00;44;16;ND;ND;ND;ND;ND;ND
144;2019-06-11;7:00;120;40;242;29;60;58;21;19
144;2019-06-11;8:00;30;38;ND;ND;ND;ND;ND;ND
144;2019-06-11;9:00;32;24;ND;ND;ND;ND;ND;ND
144;2019-06-11;11:00;26;24;334;126;ND;72;100;53
144;2019-06-11;13:00;18;14;ND;ND;ND;ND;ND;ND
144;2019-06-11;15:00;67;24;267;212;87;ND;57;48
144;2019-06-11;17:00;71;20;ND;ND;ND;ND;ND;ND
144;2019-06-11;19:00;82;28;149;ND;ND;101;52;ND
144;2019-06-11;21:00;69;24;ND;ND;ND;ND;ND;ND
144;2019-06-11;23:00;62;24;ND;ND;ND;ND;ND;ND
145;2019-06-12;1:00;ND;ND;ND;ND;ND;ND;ND;ND
145;2019-06-12;3:00;69;32;51;38;ND;38;ND;27
145;2019-06-12;5:00;101;28;ND;ND;ND;ND;ND;ND
145;2019-06-12;6:00;24;ND;ND;ND;ND;ND;ND;ND
145;2019-06-12;7:00;144;32;87;81;40;35;35;25
145;2019-06-12;8:00;18;ND;ND;ND;ND;ND;ND;ND
145;2019-06-12;9:00;63;8;ND;ND;ND;ND;ND;ND
145;2019-06-12;10:00;12;ND;ND;ND;ND;ND;ND;ND
145;2019-06-12;11:00;28;8;240;255;75;72;66;102
145;2019-06-12;13:00;66;24;ND;ND;ND;ND;ND;ND
145;2019-06-12;15:00;84;28;383;398;ND;146;ND;139
145;2019-06-12;17:00;58;20;ND;ND;ND;ND;ND;ND
145;2019-06-12;19:00;53;16;411;205;104;ND;105;ND
145;2019-06-12;21:00;39;16;ND;ND;ND;ND;ND;ND
145;2019-06-12;23:00;70;10;ND;ND;ND;ND;ND;ND
146;2019-06-13;1:00;ND;ND;ND;ND;ND;ND;ND;ND
146;2019-06-13;3:00;ND;ND;51;30;ND;31;ND;14
146;2019-06-13;5:00;300;12;ND;ND;ND;ND;ND;ND
146;2019-06-13;6:00;53;ND;ND;ND;ND;ND;ND;ND
146;2019-06-13;7:00;68;32;144;61;53;42;38;26
146;2019-06-13;9:00;57;16;ND;ND;ND;ND;ND;ND
146;2019-06-13;11:00;78;16;218;139;93;70;53;42
146;2019-06-13;13:00;78;24;ND;ND;ND;ND;ND;ND
146;2019-06-13;15:00;58;24;293;232;81;75;66;56
146;2019-06-13;17:00;39;24;ND;ND;ND;ND;ND;ND
146;2019-06-13;19:00;40;20;199;317;ND;67;79;73
146;2019-06-13;21:00;26;16;ND;ND;ND;ND;ND;ND
146;2019-06-13;23:00;8;16;250;ND;49;40;54;47
146;2019-06-14;1:00;8;8;ND;ND;ND;ND;ND;ND
147;2019-06-14;3:00;ND;ND;ND;ND;ND;ND;ND;ND
147;2019-06-14;5:00;ND;ND;ND;ND;ND;ND;ND;ND
147;2019-06-14;7:00;ND;ND;ND;ND;ND;ND;ND;ND
147;2019-06-14;9:00;30;28;ND;ND;ND;ND;ND;ND
147;2019-06-14;11:00;28;16;220;98;71;57;212;ND
147;2019-06-14;13:00;30;28;ND;ND;ND;ND;ND;ND
147;2019-06-14;15:00;42;20;329;367;102;ND;107;89
147;2019-06-14;17:00;26;16;ND;ND;ND;ND;ND;ND
147;2019-06-14;19:00;39;16;314;296;113;97;77;73
147;2019-06-14;21:00;47;24;ND;ND;ND;ND;ND;ND
147;2019-06-14;23:00;25;12;309;292;94;87;82;74
147;2019-06-15;1:00;20;16;ND;ND;ND;ND;ND;ND
147;2019-06-15;3:00;30;20;ND;ND;82;62;35;37
147;2019-06-15;5:00;35;20;ND;ND;ND;ND;ND;ND
147;2019-06-15;7:00;22;12;ND;ND;ND;ND;ND;ND
148;2019-06-15;9:00;ND;ND;ND;ND;ND;ND;ND;ND
148;2019-06-15;11:00;0;8;113;71;26;ND;22;ND
148;2019-06-15;13:00;74;28;ND;ND;ND;ND;ND;ND
148;2019-06-15;15:00;26;24;110;136;48;ND;36;ND
148;2019-06-15;17:00;25;16;ND;ND;ND;ND;ND;ND
148;2019-06-15;19:00;28;40;222;206;65;84;ND;76
148;2019-06-15;20:00;48;32;ND;ND;ND;ND;ND;ND
