Fecha/Hora;Concentración de licor pesado real (%);Frecuencia Triplex A (osc/min);Frecuencia Triplex B (osc/min);Frecuencia Triplex D (osc/min);Flujo votator A (kg gelatina/h);Flujo votator B (kg gelatina/h);Flujo votator D (kg gelatina/h);;;;
4/27/2020 3:00:00 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
4/27/2020 4:00:00 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
4/27/2020 4:54:40 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
4/27/2020 5:00:00 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
4/27/2020 6:08:50 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
4/27/2020 11:00:00 AM;26,5;19;19;22;161,93;156,83;181,59;;;;
4/27/2020 12:00:00 PM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
4/27/2020 1:12:09 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
4/27/2020 3:08:24 PM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
4/27/2020 4:10:09 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
4/27/2020 6:00:00 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
4/27/2020 7:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/27/2020 8:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
4/27/2020 9:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/27/2020 10:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/27/2020 11:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
4/28/2020 1:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
4/28/2020 2:00:00 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
4/28/2020 3:00:00 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
4/28/2020 4:00:00 AM;30,08;20,5;20,5;25;197,85;192,07;234,23;;;;
4/28/2020 5:00:08 AM;31,5;20,5;20,5;25;207,19;201,13;245,28;;;;
4/28/2020 6:00:00 AM;31,3;20,5;20,5;25;205,88;199,86;243,73;;;;
4/28/2020 10:00:00 AM;28,1;19;19,2;22;171,7;168,05;192,55;;;;
4/28/2020 11:00:00 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
4/28/2020 12:00:00 PM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
4/28/2020 1:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
4/28/2020 2:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
4/28/2020 2:00:00 PM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
4/28/2020 4:00:00 PM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
4/28/2020 5:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
4/28/2020 6:14:11 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
4/28/2020 6:59:32 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
4/28/2020 7:49:20 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
4/28/2020 9:17:05 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/28/2020 9:50:27 PM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
4/28/2020 10:59:36 PM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
4/28/2020 11:52:12 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
4/29/2020 1:55:01 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
4/29/2020 1:58:20 AM;29,1;20;20;25;186,87;181,28;226,6;;;;
4/29/2020 2:53:52 AM;29,2;20;20;25;187,52;181,9;227,37;;;;
4/29/2020 3:44:34 AM;29,8;20;20;25;191,37;185,64;232,05;;;;
4/29/2020 4:55:47 AM;30,3;20;20;25;194,58;188,75;235,94;;;;
4/29/2020 6:00:00 AM;30,8;20;20;25;197,79;191,87;239,83;;;;
4/29/2020 6:19:55 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/29/2020 7:02:35 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
4/29/2020 7:51:50 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
4/29/2020 9:00:00 AM;20,6;20;20;25;132,29;128,33;160,41;;;;
4/29/2020 9:12:23 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
4/29/2020 9:56:40 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
4/29/2020 10:00:00 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
4/29/2020 10:55:21 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
4/29/2020 11:00:00 AM;26,3;20,5;20,5;25;172,99;167,93;204,79;;;;
4/29/2020 11:49:59 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
4/29/2020 12:00:00 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
4/29/2020 1:00:00 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
4/29/2020 2:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
4/29/2020 3:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
4/29/2020 4:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
4/29/2020 5:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
4/30/2020 2:12:17 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
4/30/2020 3:01:26 AM;30,4;20,5;20,5;25;199,96;194,11;236,72;;;;
4/30/2020 6:00:00 AM;30,2;20,5;20,5;0;198,64;192,83;0;;;;
4/30/2020 7:00:00 AM;31,3;20,5;0;0;205,88;0;0;;;;
4/30/2020 8:00:00 AM;31,5;0;0;25;6,13;0;245,28;;;;
4/30/2020 9:00:00 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
4/30/2020 10:00:00 AM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
4/30/2020 12:52:32 PM;30;20,5;20,5;25;197,32;191,56;233,6;;;;
4/30/2020 1:00:00 PM;25,4;20,5;20,5;25;167,07;162,18;197,78;;;;
4/30/2020 2:00:00 PM;26,3;20,5;20,5;25;172,99;167,93;204,79;;;;
4/30/2020 3:00:00 PM;26,3;20,5;20,5;25;172,99;167,93;204,79;;;;
4/30/2020 4:00:00 PM;26,6;20,5;20,5;25;174,96;169,85;207,13;;;;
4/30/2020 5:00:00 PM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
4/30/2020 6:00:00 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
4/30/2020 7:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
4/30/2020 8:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
4/30/2020 9:00:00 PM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
4/30/2020 10:00:00 PM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
4/30/2020 11:00:00 PM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/1/2020 12:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
5/1/2020 1:00:00 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
5/1/2020 2:00:00 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/1/2020 3:00:00 AM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
5/1/2020 4:00:00 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/1/2020 5:00:00 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/1/2020 6:00:02 AM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
5/1/2020 7:11:01 AM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
5/1/2020 8:01:42 AM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
5/1/2020 9:00:37 AM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
5/1/2020 10:07:46 AM;30,7;20,5;20,5;25;201,93;196,02;239,05;;;;
5/1/2020 4:00:00 PM;25,5;20;20;22;163,76;158,85;174,74;;;;
5/1/2020 5:00:00 PM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
5/1/2020 6:00:00 PM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
5/1/2020 7:00:00 PM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
5/1/2020 8:00:00 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
5/1/2020 9:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/1/2020 10:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
5/1/2020 11:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/2/2020 12:00:00 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
5/2/2020 1:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
5/2/2020 2:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/2/2020 3:00:00 AM;28,3;21;20,5;25;190,55;180,7;220,37;;;;
5/2/2020 4:00:00 AM;28,4;21;20,5;25;191,22;181,34;221,15;;;;
5/2/2020 5:00:00 AM;28,5;21;20,5;25;191,9;181,98;221,92;;;;
5/2/2020 6:00:51 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/2/2020 7:09:18 AM;29,6;21;20,5;25;199,3;189;230,49;;;;
5/2/2020 8:00:00 AM;29,6;21;20,5;25;199,3;189;230,49;;;;
5/2/2020 9:10:58 AM;29,7;21;20,5;25;199,97;189,64;231,27;;;;
5/2/2020 9:14:09 AM;29,7;21;20,5;25;199,97;189,64;231,27;;;;
5/2/2020 10:05:35 AM;29,9;21;20,5;25;201,32;190,92;232,83;;;;
5/2/2020 11:00:00 AM;29,8;21;20,5;25;200,65;190,28;232,05;;;;
5/2/2020 12:00:00 PM;30,3;21;20,5;25;204,01;193,47;235,94;;;;
5/2/2020 1:00:00 PM;30,7;21;20,5;25;206,71;196,02;239,05;;;;
5/2/2020 3:00:00 PM;26,5;20,5;20,5;0,2;174,3;169,21;1,65;;;;
5/2/2020 6:00:00 PM;26,3;20,5;20,5;25;172,99;167,93;204,79;;;;
5/2/2020 7:00:00 PM;26,5;20,5;20,5;0,2;174,3;169,21;1,65;;;;
5/2/2020 9:00:00 PM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/2/2020 10:00:00 PM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
5/2/2020 11:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/3/2020 12:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/3/2020 12:00:00 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/3/2020 1:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/3/2020 1:12:12 AM;31,1;20,5;20,5;25;204,56;198,58;242,17;;;;
5/3/2020 1:49:30 AM;31;20,5;20,5;25;203,9;197,94;241,39;;;;
5/3/2020 2:00:00 AM;28;20,5;0;25;184,17;0;218,03;;;;
5/3/2020 3:00:00 AM;28,6;0;0;25;5,57;0;222,7;;;;
5/3/2020 3:05:49 AM;31;20,5;20,5;25;203,9;197,94;241,39;;;;
5/3/2020 4:00:00 AM;31;20,5;20,5;25;203,9;197,94;241,39;;;;
5/3/2020 5:00:00 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
5/3/2020 6:02:32 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/3/2020 7:04:24 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/3/2020 7:06:07 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/3/2020 8:30:24 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/3/2020 8:56:09 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/3/2020 9:53:52 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/3/2020 11:00:43 AM;30,4;20,5;20,5;25;199,96;194,11;236,72;;;;
5/3/2020 11:47:33 AM;30,8;20,5;20,5;25;202,59;196,66;239,83;;;;
5/3/2020 6:00:00 PM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
5/3/2020 7:00:00 PM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/3/2020 8:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/3/2020 9:00:00 PM;27,12;20,5;20,5;25;178,38;173,17;211,18;;;;
5/3/2020 10:00:00 PM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/4/2020 12:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/4/2020 1:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/4/2020 1:10:21 AM;30;20;20,5;25;192,65;191,56;233,6;;;;
5/4/2020 2:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/4/2020 2:00:11 AM;30,8;20;20,5;25;197,79;196,66;239,83;;;;
5/4/2020 3:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
5/4/2020 4:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
5/4/2020 5:00:00 AM;28,12;20,5;20,5;25;184,96;179,55;218,96;;;;
5/4/2020 6:03:56 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/4/2020 7:05:59 AM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
5/4/2020 8:33:53 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/4/2020 9:01:06 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/4/2020 9:56:32 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/4/2020 11:03:04 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/4/2020 11:53:04 AM;29,5;20;20,5;25;189,44;188,36;229,71;;;;
5/4/2020 8:00:00 PM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/4/2020 9:00:00 PM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/4/2020 10:00:00 PM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
5/4/2020 11:00:00 PM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/5/2020 12:00:00 AM;27,6;20,5;20,5;20,5;181,54;176,23;176,23;;;;
5/5/2020 1:00:00 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/5/2020 1:12:22 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
5/5/2020 2:00:33 AM;30,1;20,5;20,5;25;197,98;192,19;234,38;;;;
5/5/2020 2:03:49 AM;29,9;20,5;20,5;25;196,67;190,92;232,83;;;;
5/5/2020 3:00:00 AM;29,2;20,5;20,5;25;192,06;186,45;227,37;;;;
5/5/2020 3:04:16 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/5/2020 3:51:48 AM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
5/5/2020 4:08:13 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
5/5/2020 4:52:59 AM;31,4;20,5;20,5;0;206,53;200,49;0;;;;
5/5/2020 5:00:34 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
5/5/2020 6:21:06 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/5/2020 7:06:13 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/5/2020 7:48:33 AM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
5/5/2020 9:01:33 AM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
5/5/2020 9:59:28 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/5/2020 11:06:44 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/5/2020 11:59:43 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/5/2020 10:00:00 PM;26,4;20,5;20,5;22;173,65;168,57;180,9;;;;
5/5/2020 11:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/6/2020 12:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
5/6/2020 1:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
5/6/2020 2:07:41 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/6/2020 3:08:06 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/6/2020 4:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/6/2020 5:13:32 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/6/2020 6:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
5/6/2020 6:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/6/2020 7:04:19 AM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
5/6/2020 8:00:00 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
5/6/2020 8:04:34 AM;26,3;20,5;20,5;25;172,99;167,93;204,79;;;;
5/6/2020 9:00:00 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/6/2020 9:14:10 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/6/2020 9:56:07 AM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
5/6/2020 10:00:00 AM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
5/6/2020 10:54:48 AM;27,2;20,5;0;25;178,91;0;211,8;;;;
5/6/2020 11:00:00 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/6/2020 11:55:45 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/6/2020 12:00:00 PM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/6/2020 1:00:00 PM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/6/2020 1:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
5/6/2020 3:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
5/6/2020 4:00:00 PM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
5/6/2020 6:03:06 PM;25,5;20,5;20,5;25;167,73;162,82;198,56;;;;
5/7/2020 1:02:47 AM;27,7;20,5;20,5;25;182,2;176,87;215,69;;;;
5/7/2020 2:16:39 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
5/7/2020 3:24:36 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
5/7/2020 3:56:24 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/7/2020 5:02:33 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/7/2020 6:00:00 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
5/7/2020 7:00:00 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/7/2020 7:21:00 AM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
5/7/2020 8:00:00 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/7/2020 8:05:41 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/7/2020 9:00:00 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
5/7/2020 9:02:33 AM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/7/2020 10:00:00 AM;30,3;20,5;20,5;25;199,3;193,47;235,94;;;;
5/7/2020 10:00:51 AM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
5/7/2020 10:58:26 AM;26,6;20,5;20,5;25;174,96;169,85;207,13;;;;
5/7/2020 11:00:00 AM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
5/7/2020 12:00:00 PM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
5/7/2020 6:00:52 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
5/8/2020 1:03:45 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/8/2020 2:10:01 AM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
5/8/2020 3:05:35 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/8/2020 4:09:13 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/8/2020 5:00:58 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/8/2020 6:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
5/8/2020 7:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/8/2020 8:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/8/2020 9:00:00 AM;28,5;20,5;20,5;25;187,46;181,98;221,92;;;;
5/8/2020 10:00:00 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/8/2020 11:00:00 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/8/2020 12:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/8/2020 12:00:44 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
5/8/2020 1:00:00 PM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/8/2020 2:00:00 PM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/8/2020 3:00:00 PM;28,6;20,5;20,5;25;188,12;182,62;222,7;;;;
5/8/2020 9:00:00 PM;26,7;19,5;19,5;22;167,31;162,17;182,96;;;;
5/8/2020 10:00:00 PM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
5/8/2020 11:00:00 PM;26,8;20,5;20,5;25;176,28;171,12;208,69;;;;
5/9/2020 12:00:00 AM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
5/9/2020 1:00:00 AM;27;20,5;20,5;25;177,59;172,4;210,24;;;;
5/9/2020 2:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
5/9/2020 3:00:00 AM;27,6;20,5;20,5;25;181,54;176,23;214,92;;;;
5/9/2020 4:00:00 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/9/2020 5:00:00 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/9/2020 6:00:47 AM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
5/9/2020 7:00:00 AM;50;20,5;20,5;25;328,87;319,26;389,34;;;;
5/9/2020 8:00:00 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/9/2020 9:00:16 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/9/2020 9:56:14 AM;28,7;20,5;20,5;25;188,77;183,25;223,48;;;;
5/9/2020 11:02:24 AM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/9/2020 12:02:48 PM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
5/9/2020 1:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
5/9/2020 2:00:00 PM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/9/2020 3:00:00 PM;29,1;20,5;20,5;25;191,4;185,81;226,6;;;;
5/9/2020 4:00:00 PM;29,3;20,5;20,5;25;192,72;187,09;228,15;;;;
5/9/2020 7:00:00 PM;26,2;20,5;20,5;25;172,33;167,29;204,01;;;;
5/9/2020 8:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/9/2020 9:00:00 PM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
5/9/2020 10:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/9/2020 11:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/10/2020 12:00:00 AM;26,6;20,5;20,5;25;174,96;169,85;207,13;;;;
5/10/2020 1:00:00 AM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
5/10/2020 2:00:00 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/10/2020 3:00:00 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/10/2020 4:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/10/2020 5:00:00 AM;28,1;20,5;20,5;25;184,83;179,42;218,81;;;;
5/10/2020 6:00:58 AM;28,3;20,5;20,5;25;186,14;180,7;220,37;;;;
5/10/2020 7:00:00 AM;28,4;20,5;20,5;25;186,8;181,34;221,15;;;;
5/10/2020 8:00:23 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/10/2020 9:01:54 AM;29;20,5;20,5;25;190,75;185,17;225,82;;;;
5/10/2020 10:00:36 AM;29,7;20,5;20,5;25;195,35;189,64;231,27;;;;
5/10/2020 11:00:00 AM;29,8;205;20,5;25;1907,9;190,28;232,05;;;;
5/10/2020 12:00:00 PM;30,2;20,5;20,5;25;198,64;192,83;235,16;;;;
5/10/2020 1:00:00 PM;30,1;20,5;20,5;25;197,98;192,19;234,38;;;;
5/10/2020 2:00:00 PM;27,8;20,5;20,5;25;182,85;177,51;216,47;;;;
5/10/2020 3:00:00 PM;29,6;20,5;20,5;25;194,69;189;230,49;;;;
5/10/2020 4:00:00 PM;30,1;20,5;20,5;25;197,98;192,19;234,38;;;;
5/10/2020 7:00:00 PM;26,4;20,5;20,5;25;173,65;168,57;205,57;;;;
5/10/2020 8:00:00 PM;25,8;20,5;20,5;25;169,7;164,74;200,9;;;;
5/10/2020 9:00:00 PM;26,9;20,5;20,5;25;176,93;171,76;209,46;;;;
5/10/2020 10:00:00 PM;27,1;20,5;20,5;25;178,25;173,04;211,02;;;;
5/10/2020 11:00:00 PM;27,3;20,5;20,5;25;179,57;174,32;212,58;;;;
5/11/2020 12:00:00 AM;27,2;20,5;20,5;25;178,91;173,68;211,8;;;;
5/11/2020 1:00:00 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/11/2020 2:00:00 AM;27,4;20,5;20,5;25;180,22;174,95;213,36;;;;
5/11/2020 3:00:00 AM;27,5;20,5;20,5;25;180,88;175,59;214,14;;;;
5/11/2020 4:00:00 AM;28;20,5;20,5;25;184,17;178,78;218,03;;;;
5/11/2020 5:00:00 AM;28,2;20,5;20,5;25;185,48;180,06;219,59;;;;
5/11/2020 6:09:47 AM;27,9;20,5;20,5;25;183,51;178,15;217,25;;;;
5/11/2020 7:05:38 AM;28,8;20,5;20,5;25;189,43;183,89;224,26;;;;
5/11/2020 8:00:45 AM;28,9;20,5;20,5;25;190,09;184,53;225,04;;;;
5/11/2020 9:03:26 AM;29,4;20,5;20,5;25;193,38;187,72;228,93;;;;
5/11/2020 10:00:35 AM;29,8;20,5;20,5;25;196,01;190,28;232,05;;;;
5/11/2020 11:00:29 AM;31;0;20,5;25;6,03;197,94;241,39;;;;
5/11/2020 12:00:00 PM;30,6;20,5;20,5;25;201,27;195,39;238,28;;;;
5/11/2020 1:00:00 PM;30,7;20,5;20,5;25;201,93;196,02;239,05;;;;
5/11/2020 2:00:00 PM;29,5;20,5;20,5;25;194,04;188,36;229,71;;;;
5/11/2020 3:00:00 PM;30,8;20,5;20,5;25;202,59;196,66;239,83;;;;
5/11/2020 4:00:00 PM;31,3;20,5;20,5;25;205,88;199,86;243,73;;;;
5/11/2020 10:00:00 PM;26,4;0;0;23;5,14;0;189,13;;;;
5/11/2020 11:00:00 PM;26,5;20,5;20,5;25;174,3;169,21;206,35;;;;
5/12/2020 12:10:00 AM;49;20,5;20,5;25;322,3;312,87;381,55;;;;
