Número de extracción;Fecha;Número tanque de residuo;Temperatura final de adición de vapor (°C);Tiempo de adición de vapor (min);Nivel de vacio (in);Claridad final (NTU);pH Inicial;pH final;Concentración licor de residuo (%);Volumen licor de residuo (L);Peso de carnaza de residuo (kg)
135;2019-06-03;1;67,0;1:00;9;72;4,32;4,96;4,5;11261,66;507
135;2019-06-03;2;61,0;1:00;10;50;4,29;4,81;4,1;5721,23;235
135;2019-06-03;1;61,0;1:00;10;86;4,75;5,00;4,6;11173,70;514
135;2019-06-03;2;61,0;1:00;9;80;4,80;4,90;4,2;5825,83;245
135;2019-06-03;2;61,0;1:00;10;75;4,48;5,05;7,0;5721,23;400
136;2019-06-04;2;65,0;1:00;5;57;3,65;4,70;7,0;6244,21;437
136;2019-06-04;1;65,0;1:00;7;51;3,90;4,80;5,0;11437,58;572
136;2019-06-04;1;68,0;1:00;8;61;3,95;4,85;5,0;11349,62;567
136;2019-06-04;2;68,0;1:00;10;60;3,95;4,80;5,0;5721,23;286
136;2019-06-04;2;68,0;1:00;8;40;4,15;4,75;3,6;5930,42;213
137;2019-06-05;1;68,0;1:30;7;39;4,10;4,90;3,5;11437,58;400
137;2019-06-05;2;68,0;1:30;5;53;3,90;5,10;3,5;6244,21;219
137;2019-06-05;1;68,0;1:30;5;41;3,90;4,80;4,5;11613,50;523
137;2019-06-05;2;66,0;1:00;5;79;3,90;4,75;3,5;6244,21;219
137;2019-06-05;1;66,0;1:00;6;43;4,10;4,98;5,6;11525,54;645
137;2019-06-05;2;64,0;1:00;18;97;4,36;5,10;5,5;4884,45;269
138;2019-06-06;2;68,0;1:00;8;48;4,08;4,64;5,6;5930,42;332
138;2019-06-06;1;68,0;1:00;5;64;4,11;4,53;5,7;11613,50;662
138;2019-06-06;2;68,0;1:00;6;64;3,98;5,22;4,2;6139,62;258
138;2019-06-06;1;65,0;1:00;10;59;4,00;4,52;3,4;11173,70;380
138;2019-06-06;2;65,0;1:00;7;47;4,37;4,61;6,1;6035,02;368
138;2019-06-06;1;65,0;1:00;10;35;3,93;5,12;2,8;11173,70;313
138;2019-06-06;2;65,0;1:00;7;41;3,90;5,09;3,7;6035,02;223
139;2019-06-07;1;64,0;1:00;6;39;4,02;4,74;4,1;11525,54;470
139;2019-06-07;2;77,0;1:00;5;26;4,37;4,54;3,4;6244,21;215
139;2019-06-07;1;64,0;1:00;5;35;4,05;4,60;3,4;11613,50;400
139;2019-06-07;2;70,0;1:00;7;34;4,25;4,51;3,8;6035,02;227
140;2019-06-08;2;75,0;1:00;2;82;3,70;5,04;8,4;6558,01;551
140;2019-06-08;1;75,0;23:00;6;30;4,09;4,84;6,4;11525,54;738
140;2019-06-08;2;71,0;0:30;8;90;4,24;5,00;3,4;5930,42;202
140;2019-06-08;1;71,0;1:00;10;57;3,90;5,30;5,9;11173,70;659
140;2019-06-08;1;71,0;1:00;7;40;4,00;5,30;3,5;11437,58;400
141;2019-06-09;1;71,0;1:00;3;35;3,71;4,60;4,8;11789,42;566
141;2019-06-09;2;71,0;1:00;5;89;4,90;4,90;4,8;6244,21;300
141;2019-06-09;1;57,0;1:00;7;29;3,90;4,70;8,0;11437,58;915
141;2019-06-09;1;57,0;1:00;10;42;3,90;4,75;7,0;11173,70;782
142;2019-06-10;2;74,6;0:30;46;23;3,71;5,02;1,0;1955,73;19
142;2019-06-10;2;71,0;1:00;9;24;4,13;4,77;2,7;5825,83;157
142;2019-06-10;1;71,0;1:00;11;69;4,13;4,65;2,8;11085,74;310
142;2019-06-10;1;56,0;1:00;8;73;3,85;4,88;3,1;11349,62;352
142;2019-06-10;1;56,0;1:00;8;52;4,41;4,87;3,2;11349,62;363
143;2019-06-11;2;69,0;1:00;5;76;3,72;5,30;4,0;6244,21;250
143;2019-06-11;1;69,0;1:00;5;73;3,70;5,18;4,1;11613,50;476
143;2019-06-11;2;69,0;1:00;8;76;3,81;4,70;5,6;5930,42;332
143;2019-06-11;1;65,0;1:00;7;37;3,80;5,25;4,0;11437,58;458
143;2019-06-11;2;65,0;1:00;9;87;4,15;4,90;2,0;5825,83;117
143;2019-06-11;1;65,0;1:00;10;82;3,60;5,30;1,8;11173,70;201
144;2019-06-12;1;69,0;1:00;7;41;3,80;4,90;4,8;11437,58;549
144;2019-06-12;1;65,0;1:00;5;31;4,00;4,80;4,7;11613,50;546
144;2019-06-12;2;65,0;1:00;6;57;4,15;4,80;3,2;6139,62;196
144;2019-06-12;2;69,0;1:00;8;93;4,28;4,59;5,6;5930,42;332
145;2019-06-13;1;68,0;1:00;7;21;3,80;4,70;3,5;11437,58;400
145;2019-06-13;2;68,0;1:00;8;36;3,80;4,95;4,5;5930,42;267
145;2019-06-13;1;68,0;1:00;5;19;3,90;5,08;4,1;11613,50;476
145;2019-06-13;1;66,0;1:00;8;51;4,71;4,78;6,9;11349,62;783
145;2019-06-13;2;66,0;1:00;7;55;4,19;4,62;4,8;6035,02;290
145;2019-06-13;2;66,0;1:00;8;58;4,23;4,69;5,5;5930,42;326
146;2019-06-14;2;72,0;1:00;9;26;4,32;4,68;4,5;5825,83;262
146;2019-06-14;1;72,0;1:00;10;32;4,25;4,65;4,3;11173,70;480
146;2019-06-14;1;72,0;1:00;9;23;3,80;4,83;6,1;11261,66;687
146;2019-06-14;2;68,0;1:00;10;19;4,27;4,78;4,3;5721,23;246
146;2019-06-14;1;70,0;1:00;5;23;3,94;4,90;4,1;11613,50;476
147;2019-06-15;1;69,0;1:30;10;75;5,50;5,50;5,8;11173,70;648
147;2019-06-15;1;69,0;1:30;7;38;4,50;5,02;5,3;11437,58;606
147;2019-06-15;2;69,0;1:30;7;42;2,80;4,85;6,1;6035,02;368
147;2019-06-15;1;70,0;1:00;6;81;4,40;4,91;5,5;11525,54;634
147;2019-06-15;2;70,0;1:00;9;68;4,35;4,93;5,8;5825,83;338
148;2019-06-17;1;68,0;1:00;10;63;3,80;4,70;2,5;11173,70;279
148;2019-06-17;2;68,0;1:00;7;47;4,10;4,95;4,5;6035,02;272
148;2019-06-17;1;68,0;1:00;10;44;4,10;4,80;4,5;11173,70;503
148;2019-06-17;2;60,0;1:00;5;57;4,10;4,90;5,0;6244,21;312
148;2019-06-17;2;60,0;1:00;8;15;3,75;4,85;7,0;5930,42;415
148;2019-06-17;1;60,0;1:00;10;29;4,15;5,05;7,0;11173,70;782
149;2019-06-18;2;65,0;1:00;5;23;3,80;5,05;5,5;6244,21;343
149;2019-06-18;1;65,0;1:00;5;48;3,85;4,80;4,5;11613,50;523
149;2019-06-18;2;69,0;1:00;7;38;4,02;5,08;2,7;6035,02;163
149;2019-06-18;1;69,0;1:00;9;58;4,25;4,75;4,3;11261,66;484
150;2019-06-19;1;68,0;1:00;7;86;4,15;5,10;6,0;11437,58;686
150;2019-06-19;2;68,0;1:00;5;34;4,00;5,25;4,7;6244,21;293
150;2019-06-19;2;68,0;1:00;6;36;4,20;5,23;8,1;6139,62;497
150;2019-06-19;1;66,0;1:00;7;94;4,49;5,00;7,6;11437,58;869
151;2019-06-20;2;68,0;1:00;5;84;4,10;4,80;4,5;6244,21;281
151;2019-06-20;1;68,0;1:00;6;41;3,85;4,70;6,5;11525,54;749
151;2019-06-20;1;63,0;1:00;6;34;4,25;4,90;4,0;11525,54;461
151;2019-06-20;1;63,0;1:00;10;20;4,00;4,80;5,6;11173,70;626
151;2019-06-20;2;63,0;1:00;7;70;4,55;4,85;3,6;6035,02;217
152;2019-06-21;1;67,0;1:00;7;36;3,70;4,80;4,0;11437,58;458
152;2019-06-21;2;67,0;1:00;7;24;3,70;4,90;4,0;6035,02;241
152;2019-06-21;2;67,0;1:00;5;36;3,90;4,93;4,7;6244,21;295
152;2019-06-21;1;65,0;1:00;4;31;4,02;5,10;4,2;11701,46;491
152;2019-06-21;2;65,0;1:00;4;31;4,20;4,80;7,8;6348,81;495
152;2019-06-21;1;65,0;1:00;4;32;4,34;4,89;5,6;11701,46;655
153;2019-06-23;2;70,0;1:00;4;56;4,11;5,42;5,0;6348,81;317
153;2019-06-23;1;70,0;1:00;5;64;4,23;5,34;5,5;11613,50;639
153;2019-06-23;2;70,0;1:00;4;69;4,18;4,92;6,0;6348,81;381
153;2019-06-23;2;70,0;1:00;7;29;74,09;4,69;4,8;6035,02;290
153;2019-06-23;1;70,0;1:00;8;45;4,21;4,64;6,9;11349,62;783
153;2019-06-23;2;70,0;1:00;9;54;4,32;4,67;6,1;5825,83;355
154;2019-06-24;2;68,0;1:00;5;56;4,85;4,80;6,0;6244,21;375
154;2019-06-24;1;68,0;1:00;7;94;4,10;4,90;5,0;11437,58;572
154;2019-06-24;2;68,0;1:00;3;81;4,10;4,95;5,0;6453,41;323
154;2019-06-24;1;67,0;1:30;9;44;4,10;4,75;8,0;11261,66;901
154;2019-06-24;2;67,0;1:30;3;63;4,99;4,99;6,6;6453,41;426
154;2019-06-24;1;67,0;1:30;4;63;4,39;5,10;5,5;11701,46;644
154;2019-06-24;2;70,0;1:30;10;69;4,70;5,09;6,4;5721,23;366
155;2019-06-25;1;70,0;1:00;10;29;3,85;4,70;6,0;11173,70;670
155;2019-06-25;2;70,0;1:00;5;75;4,10;4,95;5,0;6244,21;312
155;2019-06-25;2;68,0;1:00;5;53;3,85;4,91;5,5;6244,21;343
155;2019-06-25;1;68,0;1:00;6;98;4,44;5,52;7,0;11525,54;807
155;2019-06-25;1;68,0;1:00;10;49;4,10;5,30;4,9;11173,70;548
156;2019-06-26;2;71,0;1:00;7;40;4,36;5,24;7,0;6035,02;422
156;2019-06-26;1;71,0;1:00;6;16;4,42;4,95;8,0;11525,54;922
156;2019-06-26;1;70,0;1:00;7;60;3,85;4,80;8,0;11437,58;915
156;2019-06-26;2;70,0;1:00;5;68;3,85;4,85;6,0;6244,21;375
156;2019-06-26;2;70,0;1:00;5;41;3,85;4,80;7,0;6244,21;437
156;2019-06-26;2;71,0;1:00;10;45;4,20;4,75;7,6;5721,23;435
157;2019-06-27;1;67,0;1:00;5;32;3,95;4,70;3,5;11613,50;406
157;2019-06-27;2;67,0;1:00;6;41;3,75;4,75;6,5;6139,62;399
157;2019-06-27;1;63,0;1:30;7;32;4,00;5,00;3,6;11437,58;412
157;2019-06-27;2;63,0;1:30;5;48;4,02;4,84;4,8;6244,21;300
157;2019-06-27;1;63,0;1:30;8;53;4,82;4,90;7,3;11349,62;829
158;2019-06-29;2;70,0;1:00;6;89;4,30;4,99;7,0;6139,62;430
158;2019-06-29;1;70,0;1:00;5;64;4,34;4,98;5,8;11613,50;674
158;2019-06-29;2;69,0;1:00;6;69;3,93;5,06;8,0;6139,62;491
158;2019-06-29;2;69,0;1:00;7;22;3,90;4,85;6,0;6035,02;362
158;2019-06-29;1;69,0;1:00;8;26;3,85;4,75;7,1;11349,62;806
159;2019-06-30;1;70,0;1:00;7;16;4,10;4,80;3,6;11437,58;412
159;2019-06-30;2;69,0;1:00;7;50;4,25;4,75;5,0;6035,02;302
159;2019-06-30;2;69,0;1:00;6;60;4,00;4,85;3,4;6139,62;209
159;2019-06-30;1;69,0;1:00;8;42;4,25;4,90;5,1;11349,62;579
159;2019-06-30;2;70,0;1:00;20;42;3,90;4,56;5,6;4675,26;262
160;2019-07-01;1;70,0;1:00;6;47;5,00;5,00;7,5;11525,54;864
160;2019-07-01;2;69,0;1:00;5;22;4,60;4,85;5,4;6244,21;337
160;2019-07-01;1;69,0;1:00;7;18;4,12;4,95;5,0;11437,58;572
160;2019-07-01;1;69,0;1:00;4;38;3,97;5,00;5,9;11701,46;690
160;2019-07-01;2;69,0;1:00;5;45;4,45;4,95;5,8;6244,21;362
161;2019-07-02;2;70,0;1:00;6;18;3,58;4,91;4,5;6139,62;276
161;2019-07-02;1;70,0;1:00;5;23;3,64;5,04;4,7;11613,50;546
161;2019-07-02;2;70,0;1:00;7;62;3,85;5,30;2,9;6035,02;175
161;2019-07-02;1;70,0;1:00;7;51;4,10;4,70;8,0;11437,58;915
161;2019-07-02;2;70,0;1:00;3;55;4,10;4,80;8,0;6453,41;516
162;2019-07-03;2;72,0;1:00;10;27;3,78;4,73;2,9;5721,23;166
162;2019-07-03;1;72,0;1:00;9;40;3,79;4,68;3,1;11261,66;349
162;2019-07-03;1;69,0;1:00;7;33;4,05;4,80;5,0;11437,58;572
162;2019-07-03;2;72,0;1:00;8;51;4,50;4,80;4,6;5930,42;273
162;2019-07-03;1;69,0;1:00;7;53;3,90;4,75;7,7;11437,58;881
162;2019-07-03;2;69,0;1:00;9;31;4,60;4,85;4,7;5825,83;274
163;2019-07-04;2;68,0;1:00;5;29;4,50;4,75;2,5;6244,21;156
163;2019-07-04;1;69,0;1:00;7;18;3,90;5,15;7,5;11437,58;858
163;2019-07-04;2;68,0;1:00;6;41;4,15;5,30;4,3;6139,62;264
163;2019-07-04;1;69,0;1:00;5;35;4,20;4,80;3,6;11613,50;418
164;2019-07-06;1;75,0;1:00;10;19;4,33;5,00;4,7;11173,70;525
164;2019-07-06;2;75,0;1:00;12;66;4,00;4,98;2,9;5512,03;160
164;2019-07-06;1;75,0;1:00;10;27;4,50;5,10;4,0;11173,70;447
164;2019-07-06;2;75,0;1:00;8;56;4,35;5,66;5,8;5930,42;344
164;2019-07-06;2;70,0;1:00;10;39;4,32;5,20;4,8;5721,23;275
164;2019-07-06;1;70,0;1:00;7;52;4,60;5,30;9,1;11437,58;1.041
164;2019-07-06;2;70,0;1:00;8;42;4,65;5,30;3,6;5930,42;213
165;2019-07-07;2;71,0;1:00;7;20;4,41;5,32;7,0;6035,02;422
165;2019-07-07;1;71,0;1:00;5;45;4,41;4,70;7,0;11613,50;813
165;2019-07-07;1;65,0;1:00;7;63;3,75;4,80;6,5;11437,58;743
165;2019-07-07;1;65,0;1:00;8;18;4,00;5,00;3,8;11349,62;431
165;2019-07-07;1;65,0;1:00;5;24;3,75;4,90;4,5;11613,50;523
166;2019-07-08;2;69,0;1:00;5;55;3,80;4,50;5,0;6244,21;312
166;2019-07-08;1;69,0;1:00;8;41;4,15;4,30;4,6;11349,62;522
166;2019-07-08;1;70,0;1:00;7;35;4,00;4,60;4,0;11437,58;458
166;2019-07-08;2;70,0;1:00;5;22;3,80;5,30;3,3;6244,21;206
166;2019-07-08;1;70,0;1:00;6;28;4,00;4,89;5,9;11525,54;680
167;2019-07-09;1;70,0;1:00;5;61;4,00;5,30;3,7;11613,50;430
167;2019-07-09;2;70,0;1:00;7;84;4,20;5,30;2,6;6035,02;157
167;2019-07-09;1;65,0;1:00;6;64;4,30;5,10;2,0;11525,54;231
167;2019-07-09;2;65,0;1:00;8;35;4,10;4,90;3,6;5930,42;213
168;2019-07-10;2;72,0;1:00;9;35;3,07;4,96;4,8;5825,83;280
168;2019-07-10;1;72,0;1:00;10;37;3,10;4.68;4,9;11173,70;548
168;2019-07-10;1;72,0;1:00;12;73;4,06;4,62;7,0;10997,78;770
168;2019-07-10;2;77,0;1:00;8;78;3,72;5,36;6,2;5930,42;368
168;2019-07-10;1;75,0;1:00;10;56;4,00;5,10;5,4;11173,70;603
168;2019-07-10;2;75,0;1:00;11;34;4,10;4,80;5,5;5616,63;309
169;2019-07-11;1;70,0;1:00;5;48;3,75;4,75;4,4;11613,50;511
169;2019-07-11;2;70,0;1:00;7;80;3,84;5,38;4,1;6035,02;247
169;2019-07-11;2;70,0;1:00;6;57;4,20;4,75;3,7;6139,62;227
169;2019-07-11;1;70,0;1:00;5;72;4,30;4,80;4,0;11613,50;465
169;2019-07-11;2;70,0;1:00;6;40;4,40;5,15;2,6;6139,62;160
169;2019-07-11;1;71,0;1:00;7;41;4,09;4,25;3,3;11437,58;377
170;2019-07-12;1;70,0;1:00;7;15;3,90;5,15;3,0;11437,58;343
170;2019-07-12;2;70,0;1:00;5;50;3,95;4,60;2,5;6244,21;156
170;2019-07-12;2;70,0;1:00;7;32;5,00;5,30;5,6;6035,02;338
170;2019-07-12;2;70,0;1:00;15;52;4,29;5,38;3,2;5198,24;166
171;2019-07-13;1;69,0;1:00;8;34;3,62;4,45;4,5;11349,62;511
171;2019-07-13;2;72,0;1:00;9;46;3,90;5,50;3,5;5825,83;204
171;2019-07-13;2;69,0;1:00;7;39;3,95;5,10;8,0;6035,02;483
171;2019-07-13;1;75,0;1:00;8;50;4,30;4,79;6,5;11349,62;738
171;2019-07-13;2;75,0;1:00;10;34;4,37;4,60;5,3;5721,23;303
172;2019-07-13;2;70,0;1:00;6;72;4,08;5,23;5,0;6139,62;307
172;2019-07-13;2;70,0;1:00;5;47;4,11;5,51;4,0;6244,21;250
172;2019-07-13;1;70,0;1:00;10;48;4,50;5,25;4,3;11173,70;480
172;2019-07-13;2;74,0;1:00;6;53;4,60;4,87;5,0;6139,62;307
172;2019-07-13;2;74,0;1:00;7;48;4,50;4,87;8,2;6035,02;495
173;2019-07-16;1;71,0;1:00;7;30;3,85;4,80;7,0;11437,58;801
173;2019-07-16;2;71,0;1:00;4;44;4,10;4,67;4,0;6348,81;254
173;2019-07-16;1;69,0;1:00;9;31;4,08;4,78;4,1;11261,66;462
173;2019-07-16;2;69,0;1:00;9;42;4,11;5,15;4,2;5825,83;245
173;2019-07-16;2;69,0;1:00;10;36;4,12;4,68;4,4;5721,23;252
174;2019-07-17;1;70,0;1:00;5;27;4,00;4,90;2,9;11613,50;337
174;2019-07-17;2;70,0;1:00;5;49;3,95;5,30;2,8;6244,21;175
174;2019-07-17;2;70,0;1:00;7;28;3,90;4,75;4,8;6035,02;290
174;2019-07-17;1;69,0;1:00;6;21;4,00;4,85;3,0;11525,54;346
174;2019-07-17;1;69,0;1:00;6;17;3,99;5,17;4,5;11525,54;519
174;2019-07-17;2;69,0;1:00;8;22;4,05;4,68;4,4;5930,42;261
175;2019-07-18;2;71,0;1:00;9;39;3,95;4,98;4,5;5825,83;262
175;2019-07-18;1;71,0;1:00;8;39;3,95;4,67;4,5;11349,62;511
175;2019-07-18;2;71,0;1:00;10;53;3,80;4,75;4,0;5721,23;229
175;2019-07-18;1;69,0;1:00;5;29;3,90;4,70;8,0;11613,50;929
175;2019-07-18;1;69,0;1:00;6;31;4,00;4,80;5,6;11525,54;645
175;2019-07-18;2;69,0;1:00;5;31;3,90;4,65;5,1;6244,21;318
176;2019-07-19;1;71,0;1:30;9;54;3,99;4,68;5,4;11261,66;608
176;2019-07-19;2;71,0;1:30;10;36;3,97;4,71;3,8;5721,23;217
176;2019-07-19;2;77,0;2:00;8;56;3,78;4,71;3,8;5930,42;225
177;2019-07-20;2;68,0;1:00;8;25;4,32;5,16;6,1;5930,42;362
177;2019-07-20;1;68,0;1:00;15;49;3,98;5,30;7,8;10733,90;837
177;2019-07-20;2;72,0;1:00;20;54;3,95;4,90;7,6;4675,26;355
177;2019-07-20;2;72,0;1:00;17;34;3,95;4,95;7,6;4989,05;379
178;2019-07-22;1;71,0;1:00;7;26;3,75;4,70;4,5;11437,58;515
178;2019-07-22;2;71,0;1:00;7;31;3,90;4,80;4,0;6035,02;241
178;2019-07-22;1;69,0;1:30;10;16;3,75;4,85;5,0;11173,70;559
178;2019-07-22;2;69,0;1:30;9;51;4,25;4,90;6,3;5825,83;367
178;2019-07-22;1;69,0;1:30;5;63;4,23;5,07;5,3;11613,50;616
179;2019-07-23;1;67,0;1:00;10;61;3,55;5,25;4,1;11173,70;458
179;2019-07-23;2;67,0;1:00;8;52;5,15;5,15;6,3;5930,42;374
179;2019-07-23;1;67,0;1:00;9;37;3,90;4,70;6,5;11261,66;732
179;2019-07-23;2;67,0;1:00;9;48;3,84;5,25;6,4;5825,83;373
179;2019-07-23;2;67,0;1:00;10;24;4,00;4,45;5,6;5721,23;320
180;2019-07-24;1;68,0;1:00;8;30;3,84;5,15;4,2;11349,62;472
180;2019-07-24;2;64,0;1:00;6;19;3,90;4,70;4,8;6139,62;295
180;2019-07-24;1;67,0;1:00;5;51;4,10;5,16;6,4;11613,50;743
180;2019-07-24;2;66,0;1:00;12;82;4,18;4,70;8,0;5512,03;441
181;2019-07-25;2;67,0;1:00;6;36;3,72;5,03;3,5;6139,62;215
181;2019-07-25;1;67,0;1:00;7;38;4,50;4,85;4,5;11437,58;515
181;2019-07-25;2;67,0;1:00;5;25;4,30;5,30;2,7;6244,21;169
181;2019-07-25;2;67,0;1:00;6;28;4,25;5,30;3,1;6139,62;190
182;2019-07-26;2;62,0;1:00;12;35;3,40;4,25;4,8;5512,03;265
182;2019-07-26;1;67,0;1:00;8;72;3,70;4,00;5,5;11349,62;624
182;2019-07-26;2;70,0;1:00;9;26;3,97;4,70;7,2;5825,83;419
182;2019-07-26;1;70,0;1:00;12;26;4,32;5,15;5,4;10997,78;594
182;2019-07-26;2;70,0;1:00;6;68;4,30;5,08;8,9;6139,62;546
183;2019-07-27;2;70,0;1:00;8;34;3,53;5,00;6,1;5930,42;362
183;2019-07-27;1;70,0;1:00;10;37;3,60;4,87;6,6;11173,70;737
183;2019-07-27;2;70,0;1:00;9;40;3,83;4,65;5,3;5825,83;309
183;2019-07-27;2;60,0;1:00;10;64;3,87;4,62;5,6;5721,23;320
183;2019-07-27;1;60,0;1:00;9;59;4,01;4,59;2,8;11261,66;315
183;2019-07-27;2;60,0;1:00;11;40;4,18;4,62;3,1;5616,63;174
183;2019-07-27;2;60,0;1:00;7;48;3,84;4,70;2,7;6035,02;163
184;2019-07-28;1;67,0;1:30;5;35;4,05;4,80;4,5;11613,50;523
184;2019-07-28;2;65,0;1:30;3;50;4,10;4,90;6,0;6453,41;387
184;2019-07-28;1;65,0;1:30;4;50;3,82;5,14;6,0;11701,46;702
184;2019-07-28;2;58,0;1:30;8;53;3,91;4,99;6,5;5930,42;385
185;2019-07-29;2;66,0;1:00;4;64;4,51;5,35;5,0;6348,81;317
185;2019-07-29;1;66,0;1:00;6;46;4,25;4,97;4,0;11525,54;461
185;2019-07-29;2;67,0;0:30;4;60;3,55;5,10;4,0;6348,81;254
185;2019-07-29;1;67,0;1:00;5;29;4,10;4,75;6,0;11613,50;697
185;2019-07-29;2;67,0;1:00;4;56;4,40;4,95;6,0;6306,97;378
186;2019-07-30;2;65,0;1:00;4;35;4,29;5,20;5,2;6348,81;330
186;2019-07-30;1;65,0;1:00;5;29;4,12;4,85;5,2;11613,50;604
186;2019-07-30;2;65,0;1:00;7;38;3,90;4,90;3,6;6035,02;217
186;2019-07-30;1;70,0;1:00;8;40;3,95;4,70;4,8;11349,62;545
186;2019-07-30;2;70,0;1:00;8;57;4,50;4,80;4,8;5930,42;285
187;2019-07-31;1;74,0;1:00;10;20;3,89;5,17;3,9;11173,70;436
187;2019-07-31;2;74,0;1:00;10;44;3,83;5,41;3,8;5721,23;217
187;2019-07-31;2;72,0;1:00;10;28;3,95;4,71;4,3;5721,23;246
187;2019-07-31;2;72,0;1:00;9;44;3,75;4,95;3,0;5825,83;175
187;2019-07-31;2;72,0;1:00;8;67;4,26;4,74;3,6;5930,42;213
187;2019-07-31;2;72,0;1:00;9;43;4,22;4,58;3,5;5825,83;204
188;2019-08-02;2;68,0;1:00;9;46;3,73;5,45;4,0;5825,83;233
188;2019-08-02;1;68,0;1:00;9;30;3,66;4,90;4,8;11261,66;541
188;2019-08-02;2;68,0;1:00;10;29;3,45;4,65;4,6;5721,23;263
188;2019-08-02;1;67,0;1:00;2;18;4,13;4,98;5,9;11877,38;701
188;2019-08-02;2;67,0;1:00;5;44;4,00;4,80;5,1;6244,21;318
188;2019-08-02;1;67,0;1:00;6;40;4,25;5,30;4,4;11525,54;507
189;2019-08-03;2;67,0;1:00;5;41;3,70;5,30;7,0;6244,21;437
189;2019-08-03;1;67,0;1:00;4;23;3,70;4,80;7,0;11701,46;819
189;2019-08-03;2;67,0;1:00;6;13;3,70;4,90;8,3;6139,62;510
189;2019-08-03;1;67,0;1:00;8;30;4,30;4,85;6,4;11349,62;726
190;2019-08-04;1;72,0;1:00;1;32;3,83;5,20;3,8;11965,34;455
190;2019-08-04;2;72,0;1:00;10;41;4,62;5,30;3,9;5721,23;223
190;2019-08-04;1;74,0;1:00;7;31;4,45;4,75;3,6;11437,58;412
190;2019-08-04;2;74,0;1:00;5;38;3,95;4,80;4,4;6244,21;275
190;2019-08-04;2;74,0;1:00;3;32;4,45;4,90;4,4;6453,41;284
191;2019-08-05;1;67,0;1:00;7;33;3,90;4,70;8,0;11437,58;915
191;2019-08-05;2;67,0;1:00;10;63;3,95;4,75;6,0;5721,23;343
191;2019-08-05;1;67,0;1:00;9;54;3,89;4,68;7,4;11261,66;833
191;2019-08-05;2;67,0;1:00;8;43;4,75;4,75;4,4;5930,42;261
191;2019-08-05;1;67,0;1:00;9;33;4,98;4,98;4,3;11261,66;484
191;2019-08-05;2;67,0;1:00;9;65;5,10;5,10;4,2;5825,83;245
192;2019-08-06;1;65,0;1:00;5;47;3,99;4,98;6,5;11613,50;755
192;2019-08-06;2;65,0;1:00;4;42;4,20;5,30;5,4;6348,81;343
192;2019-08-06;2;65,0;1:00;7;38;4,17;5,44;5,7;6035,02;344
192;2019-08-06;2;67,0;1:00;8;47;3,97;4,79;3,4;5930,42;202
192;2019-08-06;1;67,0;1:00;9;55;3,95;4,96;3,8;11261,66;428
192;2019-08-06;1;65,0;1:00;5;28;3,90;4,90;4,7;11613,50;546
192;2019-08-06;2;65,0;1:00;4;35;3,85;5,60;5,2;6348,81;330
193;2019-08-07;1;67,0;1:00;7;60;4,90;5,20;5,1;11437,58;583
193;2019-08-07;2;67,0;1:00;5;46;4,60;5,10;6,2;6244,21;387
193;2019-08-07;1;67,0;1:00;5;56;3,90;4,75;6,4;11613,50;743
193;2019-08-07;2;67,0;1:00;5;53;3,90;4,90;6,4;6244,21;400
194;2019-08-08;2;67,0;1:00;6;23;3,70;5,17;5,0;6139,62;307
194;2019-08-08;1;67,0;1:00;5;38;3,70;5,10;6,3;11613,50;732
194;2019-08-08;2;67,0;1:00;5;52;3,84;4,72;8,6;6244,21;537
194;2019-08-08;1;67,0;1:00;8;32;4,06;4,90;6,2;11349,62;704
194;2019-08-08;2;67,0;1:00;10;28;4,22;4,74;6,4;5721,23;366
195;2019-08-09;2;67,0;1:00;7;24;3,70;4,80;3,6;6035,02;217
195;2019-08-09;1;67,0;1:00;8;30;3,90;5,30;9,6;11349,62;1.090
195;2019-08-09;2;67,0;1:00;5;16;4,10;5,15;7,1;6244,21;443
195;2019-08-09;1;67,0;1:00;7;26;4,15;4,90;2,3;11437,58;263
195;2019-08-09;1;66,0;1:00;6;14;4,17;4,82;1,5;11525,54;175
196;2019-08-10;1;69,0;1:00;10;46;3,85;4,90;8,0;11173,70;894
196;2019-08-10;2;69,0;1:00;8;32;4,00;5,17;7,6;5930,42;451
196;2019-08-10;1;69,0;1:00;11;50;4,15;5,59;5,8;11085,74;643
196;2019-08-10;2;69,0;1:00;6;44;4,38;5,55;6,2;6139,62;381
197;2019-08-12;1;67,0;1:00;5;37;3,60;4,85;9,0;11613,50;1.045
197;2019-08-12;2;67,0;1:00;7;42;3,90;4,80;7,0;6035,02;422
197;2019-08-12;2;67,0;1:00;4;45;3,98;4,95;11,0;6348,81;698
197;2019-08-12;1;67,0;1:00;6;48;4,10;4,90;10,0;11525,54;1.153
198;2019-08-13;1;67,0;1:00;7;14;4,05;5,20;6,0;11437,58;686
198;2019-08-13;2;68,0;1:00;5;25;3,90;4,90;7,7;6244,21;481
198;2019-08-13;1;68,0;1:00;6;16;4.00;4.90;8,2;11525,54;945
198;2019-08-13;2;67,0;1:00;7;13;4.25;5.25;2,4;6035,02;145
199;2019-08-14;1;67,0;1:00;10;48;3,60;5,10;7,0;11173,70;782
199;2019-08-14;2;67,0;1:00;5;52;3,81;5,00;4,1;6244,21;256
199;2019-08-14;1;67,0;1:00;6;17;4,05;4,85;5,9;11525,54;680
199;2019-08-14;2;67,0;1:00;7;14;4,10;5,00;7,9;6035,02;477
